Region,Codigo region,Comuna,Codigo comuna,Poblacion,Casos Confirmados
Valparaíso,5,Hijuelas,5503,19099.0,2976.0
Valparaíso,5,Isla de Pascua,5201,8277.0,39.0
Valparaíso,5,Juan Fernandez,5104,1033.0,7.0
Valparaíso,5,La Cruz,5504,25321.0,3885.0
Valparaíso,5,La Ligua,5401,37739.0,6856.0
Valparaíso,5,Limache,5802,49931.0,8388.0
Valparaíso,5,Llaillay,5703,26533.0,5064.0
Valparaíso,5,Los Andes,5301,68093.0,15698.0
Valparaíso,5,Nogales,5506,23490.0,3475.0
Valparaíso,5,Olmue,5803,19266.0,3483.0
Valparaíso,5,Panquehue,5704,7633.0,1502.0
Valparaíso,5,Papudo,5403,6201.0,1305.0
Valparaíso,5,Petorca,5404,10558.0,1941.0
Valparaíso,5,Puchuncavi,5105,20071.0,4059.0
Valparaíso,5,Putaendo,5705,17645.0,3370.0
Valparaíso,5,Quillota,5501,97572.0,18129.0
Valparaíso,5,Quilpue,5801,167085.0,28874.0
Valparaíso,5,Quintero,5107,36135.0,6706.0
Valparaíso,5,Rinconada,5303,11263.0,2471.0
Valparaíso,5,San Antonio,5601,96761.0,18770.0
Valparaíso,5,San Esteban,5304,20643.0,4464.0
Valparaíso,5,San Felipe,5701,83494.0,16167.0
Valparaíso,5,Santa Maria,5706,16367.0,3090.0
Valparaíso,5,Santo Domingo,5606,11934.0,2487.0
Valparaíso,5,Valparaiso,5101,315732.0,66213.0
Valparaíso,5,Villa Alemana,5804,139310.0,22986.0
Valparaíso,5,Vina del Mar,5109,361371.0,70178.0
Valparaíso,5,Zapallar,5405,7994.0,2039.0
Valparaíso,5,Desconocido Valparaiso,,,2027.0
Metropolitana,13,Alhue,13502,7405.0,1575.0
Metropolitana,13,Buin,13402,109641.0,21519.0
Metropolitana,13,Calera de Tango,13403,28525.0,4808.0
Metropolitana,13,Cerrillos,13102,88956.0,15692.0
Metropolitana,13,Cerro Navia,13103,142465.0,28598.0
Metropolitana,13,Colina,13301,180353.0,31256.0
Metropolitana,13,Conchali,13104,139195.0,25384.0
Metropolitana,13,Curacavi,13503,36430.0,7871.0
Metropolitana,13,El Bosque,13105,172000.0,35026.0
Metropolitana,13,El Monte,13602,40014.0,7177.0
Metropolitana,13,Estacion Central,13106,206792.0,32927.0
Metropolitana,13,Huechuraba,13107,112528.0,20189.0
Metropolitana,13,Independencia,13108,142065.0,24474.0
Metropolitana,13,Isla de Maipo,13603,40171.0,8388.0
Metropolitana,13,La Cisterna,13109,100434.0,18652.0
Metropolitana,13,La Florida,13110,402433.0,78365.0
Metropolitana,13,La Granja,13111,122557.0,25650.0
Metropolitana,13,La Pintana,13112,189335.0,36828.0
Metropolitana,13,La Reina,13113,100252.0,17494.0
Metropolitana,13,Lampa,13302,126898.0,20525.0
Metropolitana,13,Las Condes,13114,330759.0,54477.0
Metropolitana,13,Lo Barnechea,13115,124076.0,21668.0
Metropolitana,13,Lo Espejo,13116,103865.0,18245.0
Metropolitana,13,Lo Prado,13117,104403.0,22306.0
Metropolitana,13,Macul,13118,134635.0,26446.0
Metropolitana,13,Maipu,13119,578605.0,94291.0
Metropolitana,13,Maria Pinto,13504,14926.0,3241.0
Metropolitana,13,Melipilla,13501,141612.0,23400.0
Metropolitana,13,Nunoa,13120,250192.0,42679.0
Metropolitana,13,Padre Hurtado,13604,74188.0,15414.0
Metropolitana,13,Paine,13404,82766.0,14927.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,21889.0
Metropolitana,13,Penaflor,13605,101058.0,18605.0
Metropolitana,13,Penalolen,13122,266798.0,58494.0
Metropolitana,13,Pirque,13202,30433.0,6405.0
Metropolitana,13,Providencia,13123,157749.0,27658.0
Metropolitana,13,Pudahuel,13124,253139.0,49810.0
Metropolitana,13,Puente Alto,13201,645909.0,126016.0
Metropolitana,13,Quilicura,13125,254694.0,41383.0
Metropolitana,13,Quinta Normal,13126,136368.0,28737.0
Metropolitana,13,Recoleta,13127,190075.0,31709.0
Metropolitana,13,Renca,13128,160847.0,36745.0
Metropolitana,13,San Bernardo,13401,334836.0,59786.0
Metropolitana,13,San Joaquin,13129,103485.0,22222.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,3532.0
Metropolitana,13,San Miguel,13130,133059.0,31553.0
Metropolitana,13,San Pedro,13505,11953.0,1880.0
Metropolitana,13,San Ramon,13131,86510.0,16856.0
Metropolitana,13,Santiago,13101,503147.0,101999.0
Metropolitana,13,Talagante,13601,81838.0,12900.0
Metropolitana,13,Tiltil,13303,21477.0,3707.0
Metropolitana,13,Vitacura,13132,96774.0,14393.0
Metropolitana,13,Desconocido Metropolitana,,,13149.0
O’Higgins,6,Chepica,6302,15925.0,2311.0
O’Higgins,6,Chimbarongo,6303,37696.0,4886.0
O’Higgins,6,Codegua,6102,14096.0,2249.0
O’Higgins,6,Coinco,6103,7831.0,1188.0
O’Higgins,6,Coltauco,6104,21263.0,2989.0
O’Higgins,6,Donihue,6105,22700.0,3710.0
O’Higgins,6,Graneros,6106,36504.0,6223.0
O’Higgins,6,La Estrella,6202,3114.0,424.0
O’Higgins,6,Las Cabras,6107,26749.0,5114.0
O’Higgins,6,Litueche,6203,6765.0,1319.0
O’Higgins,6,Lolol,6304,7289.0,823.0
O’Higgins,6,Machali,6108,59913.0,9596.0
O’Higgins,6,Malloa,6109,14163.0,2111.0
O’Higgins,6,Marchihue,6204,7632.0,1038.0
O’Higgins,6,Mostazal,6110,27462.0,4470.0
O’Higgins,6,Nancagua,6305,19141.0,3032.0
O’Higgins,6,Navidad,6205,6904.0,1306.0
O’Higgins,6,Olivar,6111,14624.0,2521.0
O’Higgins,6,Palmilla,6306,13299.0,1975.0
O’Higgins,6,Paredones,6206,6349.0,1043.0
O’Higgins,6,Peralillo,6307,11848.0,1879.0
O’Higgins,6,Peumo,6112,14952.0,2519.0
O’Higgins,6,Pichidegua,6113,20743.0,3011.0
O’Higgins,6,Pichilemu,6201,17882.0,2995.0
O’Higgins,6,Placilla,6308,9164.0,1667.0
O’Higgins,6,Pumanque,6309,3531.0,551.0
O’Higgins,6,Quinta de Tilcoco,6114,13877.0,1866.0
O’Higgins,6,Rancagua,6101,265211.0,51684.0
O’Higgins,6,Rengo,6115,63710.0,11453.0
O’Higgins,6,Requinoa,6116,30371.0,4890.0
O’Higgins,6,San Fernando,6301,78642.0,13363.0
O’Higgins,6,San Vicente,6117,50617.0,8671.0
O’Higgins,6,Santa Cruz,6310,41096.0,7284.0
O’Higgins,6,Desconocido O’Higgins,,,505.0
Maule,7,Cauquenes,7201,44143.0,9287.0
Maule,7,Chanco,7202,9331.0,1357.0
Maule,7,Colbun,7402,22565.0,5806.0
Maule,7,Constitucion,7102,50348.0,10499.0
Maule,7,Curepto,7103,9426.0,1588.0
Maule,7,Curico,7301,163626.0,38555.0
Maule,7,Empedrado,7104,4206.0,1078.0
Maule,7,Hualane,7302,10222.0,1933.0
Maule,7,Licanten,7303,6989.0,1449.0
Maule,7,Linares,7401,101073.0,23817.0
Maule,7,Longavi,7403,32810.0,7329.0
Maule,7,Maule,7105,60000.0,11454.0
Maule,7,Molina,7304,49800.0,10433.0
Maule,7,Parral,7404,44544.0,10355.0
Maule,7,Pelarco,7106,9083.0,2269.0
Maule,7,Pelluhue,7203,8092.0,2005.0
Maule,7,Pencahue,7107,8601.0,1845.0
Maule,7,Rauco,7305,11248.0,2544.0
Maule,7,Retiro,7405,21071.0,4417.0
Maule,7,Rio Claro,7108,14753.0,3265.0
Maule,7,Romeral,7306,16170.0,3898.0
Maule,7,Sagrada Familia,7307,19469.0,3500.0
Maule,7,San Clemente,7109,46292.0,10102.0
Maule,7,San Javier,7406,49451.0,11324.0
Maule,7,San Rafael,7110,9959.0,2802.0
Maule,7,Talca,7101,236724.0,56785.0
Maule,7,Teno,7308,30850.0,6280.0
Maule,7,Vichuquen,7309,4381.0,680.0
Maule,7,Villa Alegre,7407,17512.0,3769.0
Maule,7,Yerbas Buenas,7408,19200.0,4037.0
Maule,7,Desconocido Maule,,,101.0
Ñuble,16,Bulnes,16102,22607.0,4969.0
Ñuble,16,Chillan,16101,198624.0,50375.0
Ñuble,16,Chillan Viejo,16103,33827.0,5957.0
Ñuble,16,Cobquecura,16202,5275.0,721.0
Ñuble,16,Coelemu,16203,16845.0,3224.0
Ñuble,16,Coihueco,16302,28375.0,5080.0
Ñuble,16,El Carmen,16104,12334.0,2387.0
Ñuble,16,Ninhue,16204,5414.0,1076.0
Ñuble,16,Niquen,16303,11567.0,2297.0
Ñuble,16,Pemuco,16105,8639.0,1667.0
Ñuble,16,Pinto,16106,11880.0,2201.0
Ñuble,16,Portezuelo,16205,4940.0,913.0
Ñuble,16,Quillon,16107,18777.0,3859.0
Ñuble,16,Quirihue,16201,12192.0,1964.0
Ñuble,16,Ranquil,16206,6261.0,1228.0
Ñuble,16,San Carlos,16301,56252.0,12801.0
Ñuble,16,San Fabian,16304,4654.0,993.0
Ñuble,16,San Ignacio,16108,16624.0,3184.0
Ñuble,16,San Nicolas,16305,12172.0,2696.0
Ñuble,16,Treguaco,16207,5696.0,1154.0
Ñuble,16,Yungay,16109,18596.0,4124.0
Ñuble,16,Desconocido Nuble,,,66.0
Biobío,8,Alto Biobio,8314,6775.0,1368.0
Biobío,8,Antuco,8302,4306.0,821.0
Biobío,8,Arauco,8202,38679.0,11406.0
Biobío,8,Cabrero,8303,30725.0,6548.0
Biobío,8,Canete,8203,37003.0,8341.0
Biobío,8,Chiguayante,8103,91180.0,21410.0
Biobío,8,Concepcion,8101,238092.0,59388.0
Biobío,8,Contulmo,8204,6330.0,1425.0
Biobío,8,Coronel,8102,125829.0,29550.0
Biobío,8,Curanilahue,8205,33892.0,8204.0
Biobío,8,Florida,8104,11841.0,2297.0
Biobío,8,Hualpen,8112,97273.0,25217.0
Biobío,8,Hualqui,8105,26201.0,6193.0
Biobío,8,Laja,8304,23873.0,4458.0
Biobío,8,Lebu,8201,27100.0,5768.0
Biobío,8,Los Alamos,8206,22524.0,5728.0
Biobío,8,Los Angeles,8301,218515.0,54292.0
Biobío,8,Lota,8106,45750.0,11080.0
Biobío,8,Mulchen,8305,31041.0,6991.0
Biobío,8,Nacimiento,8306,27944.0,5602.0
Biobío,8,Negrete,8307,10429.0,2438.0
Biobío,8,Penco,8107,49865.0,12322.0
Biobío,8,Quilaco,8308,4179.0,799.0
Biobío,8,Quilleco,8309,10032.0,2192.0
Biobío,8,San Pedro de la Paz,8108,145906.0,30682.0
Biobío,8,San Rosendo,8310,3611.0,698.0
Biobío,8,Santa Barbara,8311,14592.0,3206.0
Biobío,8,Santa Juana,8109,14779.0,3244.0
Biobío,8,Talcahuano,8110,158345.0,38147.0
Biobío,8,Tirua,8207,11019.0,2292.0
Biobío,8,Tome,8111,58729.0,14863.0
Biobío,8,Tucapel,8312,15205.0,3121.0
Biobío,8,Yumbel,8313,22132.0,4322.0
Biobío,8,Desconocido Biobio,,,442.0
Araucanía,9,Angol,9201,56058.0,13090.0
Araucanía,9,Carahue,9102,25486.0,5013.0
Araucanía,9,Cholchol,9121,12341.0,2083.0
Araucanía,9,Collipulli,9202,26148.0,6551.0
Araucanía,9,Cunco,9103,18055.0,3981.0
Araucanía,9,Curacautin,9203,18178.0,2951.0
Araucanía,9,Curarrehue,9104,7802.0,1974.0
Araucanía,9,Ercilla,9204,8458.0,2118.0
Araucanía,9,Freire,9105,25446.0,4791.0
Araucanía,9,Galvarino,9106,12633.0,3424.0
Araucanía,9,Gorbea,9107,15148.0,2902.0
Araucanía,9,Lautaro,9108,40746.0,8450.0
Araucanía,9,Loncoche,9109,24739.0,4403.0
Araucanía,9,Lonquimay,9205,11049.0,2392.0
Araucanía,9,Los Sauces,9206,7517.0,1722.0
Araucanía,9,Lumaco,9207,10050.0,1857.0
Araucanía,9,Melipeuco,9110,6265.0,1299.0
Araucanía,9,Nueva Imperial,9111,33777.0,6556.0
Araucanía,9,Padre Las Casas,9112,82110.0,18142.0
Araucanía,9,Perquenco,9113,7223.0,1977.0
Araucanía,9,Pitrufquen,9114,26096.0,5723.0
Araucanía,9,Pucon,9115,29782.0,7556.0
Araucanía,9,Puren,9208,12188.0,2591.0
Araucanía,9,Renaico,9209,10833.0,3040.0
Araucanía,9,Saavedra,9116,12793.0,2973.0
Araucanía,9,Temuco,9101,302931.0,73142.0
Araucanía,9,Teodoro Schmidt,9117,15786.0,3021.0
Araucanía,9,Tolten,9118,10055.0,2444.0
Araucanía,9,Traiguen,9210,19314.0,3973.0
Araucanía,9,Victoria,9211,35467.0,7681.0
Araucanía,9,Vilcun,9119,30766.0,6551.0
Araucanía,9,Villarrica,9120,59103.0,14114.0
Araucanía,9,Desconocido Araucania,,,44.0
Los Ríos,14,Corral,14102,5447.0,1500.0
Los Ríos,14,Futrono,14202,15261.0,5076.0
Los Ríos,14,La Union,14201,39538.0,9890.0
Los Ríos,14,Lago Ranco,14203,10292.0,3069.0
Los Ríos,14,Lanco,14103,17652.0,5322.0
Los Ríos,14,Los Lagos,14104,20518.0,5881.0
Los Ríos,14,Mafil,14105,7389.0,2211.0
Los Ríos,14,Mariquina,14106,23250.0,6620.0
Los Ríos,14,Paillaco,14107,20798.0,5170.0
Los Ríos,14,Panguipulli,14108,35991.0,11011.0
Los Ríos,14,Rio Bueno,14204,32925.0,6999.0
Los Ríos,14,Valdivia,14101,176774.0,50494.0
Los Ríos,14,Desconocido Los Rios,,,43.0
Los Lagos,10,Ancud,10202,42458.0,8614.0
Los Lagos,10,Calbuco,10102,36744.0,8419.0
Los Lagos,10,Castro,10201,47607.0,11528.0
Los Lagos,10,Chaiten,10401,5020.0,820.0
Los Lagos,10,Chonchi,10203,16013.0,3439.0
Los Lagos,10,Cochamo,10103,4006.0,745.0
Los Lagos,10,Curaco de Velez,10204,4066.0,840.0
Los Lagos,10,Dalcahue,10205,15069.0,3536.0
Los Lagos,10,Fresia,10104,12656.0,2630.0
Los Lagos,10,Frutillar,10105,20223.0,5536.0
Los Lagos,10,Futaleufu,10402,2806.0,645.0
Los Lagos,10,Hualaihue,10403,9525.0,1962.0
Los Lagos,10,Llanquihue,10107,18621.0,4658.0
Los Lagos,10,Los Muermos,10106,17817.0,3529.0
Los Lagos,10,Maullin,10108,14894.0,3350.0
Los Lagos,10,Osorno,10301,173410.0,45143.0
Los Lagos,10,Palena,10404,1827.0,541.0
Los Lagos,10,Puerto Montt,10101,269398.0,63471.0
Los Lagos,10,Puerto Octay,10302,9192.0,2260.0
Los Lagos,10,Puerto Varas,10109,48620.0,10525.0
Los Lagos,10,Puqueldon,10206,4201.0,1108.0
Los Lagos,10,Purranque,10303,21080.0,4736.0
Los Lagos,10,Puyehue,10304,11787.0,3108.0
Los Lagos,10,Queilen,10207,5543.0,1147.0
Los Lagos,10,Quellon,10208,29309.0,6371.0
Los Lagos,10,Quemchi,10209,8783.0,1772.0
Los Lagos,10,Quinchao,10210,8298.0,1636.0
Los Lagos,10,Rio Negro,10305,14275.0,3864.0
Los Lagos,10,San Juan de la Costa,10306,7639.0,2202.0
Los Lagos,10,San Pablo,10307,10553.0,3101.0
Los Lagos,10,Desconocido Los Lagos,,,159.0
Aysén,11,Aysen,11201,25002.0,6169.0
Aysén,11,Chile Chico,11401,5121.0,1218.0
Aysén,11,Cisnes,11202,5828.0,1492.0
Aysén,11,Cochrane,11301,3685.0,1038.0
Aysén,11,Coyhaique,11101,61210.0,15697.0
Aysén,11,Guaitecas,11203,1599.0,491.0
Aysén,11,Lago Verde,11102,920.0,154.0
Aysén,11,OHiggins,11302,661.0,116.0
Aysén,11,Rio Ibanez,11402,2699.0,575.0
Aysén,11,Tortel,11303,572.0,115.0
Aysén,11,Desconocido Aysen,,,13.0
Magallanes,12,Antartica,12202,137.0,63.0
Magallanes,12,Cabo de Hornos,12201,1983.0,536.0
Magallanes,12,Laguna Blanca,12102,264.0,48.0
Magallanes,12,Natales,12401,23782.0,9366.0
Magallanes,12,Porvenir,12301,7323.0,2071.0
Magallanes,12,Primavera,12302,694.0,84.0
Magallanes,12,Punta Arenas,12101,141984.0,43762.0
Magallanes,12,Rio Verde,12103,211.0,30.0
Magallanes,12,San Gregorio,12104,681.0,138.0
Magallanes,12,Timaukel,12303,282.0,52.0
Magallanes,12,Torres del Paine,12402,1021.0,92.0
Magallanes,12,Desconocido Magallanes,,,53.0
