codigo_comuna,comuna_residencia,fecha,positividad
13201,puente alto,2020-03-07,NA
10101,puerto montt,2020-03-07,NA
13126,quinta normal,2020-03-07,NA
13127,recoleta,2020-03-07,NA
5601,san antonio,2020-03-07,NA
13401,san bernardo,2020-03-07,NA
13129,san joaquin,2020-03-07,NA
13101,santiago,2020-03-07,NA
5606,santo domingo,2020-03-07,NA
7101,talca,2020-03-07,NA
9101,temuco,2020-03-07,NA
5804,villa alemana,2020-03-07,NA
5109,vina del mar,2020-03-07,NA
13132,vitacura,2020-03-07,NA
8313,yumbel,2020-03-07,NA
2101,antofagasta,2020-03-08,NA
9102,carahue,2020-03-08,NA
5603,cartagena,2020-03-08,NA
13102,cerrillos,2020-03-08,NA
13105,el bosque,2020-03-08,NA
13106,estacion central,2020-03-08,NA
13107,huechuraba,2020-03-08,NA
13110,la florida,2020-03-08,NA
13114,las condes,2020-03-08,NA
9108,lautaro,2020-03-08,NA
13115,lo barnechea,2020-03-08,NA
13119,maipu,2020-03-08,NA
13120,nunoa,2020-03-08,NA
13121,pedro aguirre cerda,2020-03-08,NA
13122,penalolen,2020-03-08,NA
13124,pudahuel,2020-03-08,0.14285714285714285
13201,puente alto,2020-03-08,NA
10101,puerto montt,2020-03-08,NA
13126,quinta normal,2020-03-08,NA
13127,recoleta,2020-03-08,NA
5601,san antonio,2020-03-08,NA
13401,san bernardo,2020-03-08,0
13129,san joaquin,2020-03-08,NA
13101,santiago,2020-03-08,NA
5606,santo domingo,2020-03-08,NA
7101,talca,2020-03-08,0.19047619047619047
9101,temuco,2020-03-08,NA
5804,villa alemana,2020-03-08,NA
5109,vina del mar,2020-03-08,NA
13132,vitacura,2020-03-08,NA
8313,yumbel,2020-03-08,0
2101,antofagasta,2020-03-09,NA
9102,carahue,2020-03-09,NA
5603,cartagena,2020-03-09,NA
13102,cerrillos,2020-03-09,NA
13105,el bosque,2020-03-09,NA
13106,estacion central,2020-03-09,NA
13107,huechuraba,2020-03-09,NA
13110,la florida,2020-03-09,NA
8304,laja,2020-03-09,NA
13114,las condes,2020-03-09,NA
9108,lautaro,2020-03-09,NA
13115,lo barnechea,2020-03-09,NA
13119,maipu,2020-03-09,NA
13120,nunoa,2020-03-09,NA
13404,paine,2020-03-09,NA
13121,pedro aguirre cerda,2020-03-09,NA
13122,penalolen,2020-03-09,NA
13124,pudahuel,2020-03-09,0.14285714285714285
13201,puente alto,2020-03-09,NA
10101,puerto montt,2020-03-09,NA
13126,quinta normal,2020-03-09,NA
13127,recoleta,2020-03-09,NA
5601,san antonio,2020-03-09,NA
13401,san bernardo,2020-03-09,0
13129,san joaquin,2020-03-09,NA
13101,santiago,2020-03-09,NA
5606,santo domingo,2020-03-09,NA
7101,talca,2020-03-09,0.13945578231292516
9101,temuco,2020-03-09,NA
5804,villa alemana,2020-03-09,NA
5109,vina del mar,2020-03-09,NA
13132,vitacura,2020-03-09,0.5714285714285714
8313,yumbel,2020-03-09,0
10202,ancud,2020-03-10,NA
2101,antofagasta,2020-03-10,NA
9102,carahue,2020-03-10,NA
5603,cartagena,2020-03-10,NA
13102,cerrillos,2020-03-10,NA
13301,colina,2020-03-10,NA
7301,curico,2020-03-10,NA
13105,el bosque,2020-03-10,NA
13106,estacion central,2020-03-10,NA
13107,huechuraba,2020-03-10,NA
13110,la florida,2020-03-10,NA
13113,la reina,2020-03-10,NA
8304,laja,2020-03-10,NA
13114,las condes,2020-03-10,0.13214285714285715
9108,lautaro,2020-03-10,NA
13115,lo barnechea,2020-03-10,NA
13119,maipu,2020-03-10,NA
13120,nunoa,2020-03-10,NA
9112,padre las casas,2020-03-10,NA
13404,paine,2020-03-10,NA
13121,pedro aguirre cerda,2020-03-10,NA
13122,penalolen,2020-03-10,NA
13124,pudahuel,2020-03-10,0.14285714285714285
13201,puente alto,2020-03-10,NA
10101,puerto montt,2020-03-10,NA
13125,quilicura,2020-03-10,NA
13126,quinta normal,2020-03-10,NA
13127,recoleta,2020-03-10,NA
5601,san antonio,2020-03-10,NA
13401,san bernardo,2020-03-10,0
13129,san joaquin,2020-03-10,NA
13101,santiago,2020-03-10,NA
5606,santo domingo,2020-03-10,NA
7101,talca,2020-03-10,0.16802721088435374
9101,temuco,2020-03-10,NA
9119,vilcun,2020-03-10,NA
5804,villa alemana,2020-03-10,NA
5109,vina del mar,2020-03-10,NA
13132,vitacura,2020-03-10,0.5285714285714286
8313,yumbel,2020-03-10,0
10202,ancud,2020-03-11,NA
2101,antofagasta,2020-03-11,NA
9102,carahue,2020-03-11,NA
5603,cartagena,2020-03-11,NA
13102,cerrillos,2020-03-11,NA
16101,chillan,2020-03-11,NA
13301,colina,2020-03-11,NA
7301,curico,2020-03-11,NA
13105,el bosque,2020-03-11,NA
13106,estacion central,2020-03-11,NA
13107,huechuraba,2020-03-11,NA
13109,la cisterna,2020-03-11,NA
13110,la florida,2020-03-11,NA
13113,la reina,2020-03-11,NA
8304,laja,2020-03-11,NA
13114,las condes,2020-03-11,0.16221804511278196
9108,lautaro,2020-03-11,NA
13115,lo barnechea,2020-03-11,NA
13119,maipu,2020-03-11,NA
13120,nunoa,2020-03-11,NA
13604,padre hurtado,2020-03-11,NA
9112,padre las casas,2020-03-11,NA
13404,paine,2020-03-11,NA
13121,pedro aguirre cerda,2020-03-11,NA
13122,penalolen,2020-03-11,NA
13123,providencia,2020-03-11,NA
13124,pudahuel,2020-03-11,NA
13201,puente alto,2020-03-11,NA
10101,puerto montt,2020-03-11,NA
13125,quilicura,2020-03-11,NA
13126,quinta normal,2020-03-11,NA
13127,recoleta,2020-03-11,NA
5601,san antonio,2020-03-11,NA
13401,san bernardo,2020-03-11,0
13129,san joaquin,2020-03-11,NA
13101,santiago,2020-03-11,NA
5606,santo domingo,2020-03-11,NA
7101,talca,2020-03-11,0.14421768707482993
9101,temuco,2020-03-11,NA
9119,vilcun,2020-03-11,NA
5804,villa alemana,2020-03-11,NA
5109,vina del mar,2020-03-11,NA
13132,vitacura,2020-03-11,0.4174603174603174
8313,yumbel,2020-03-11,0
10202,ancud,2020-03-12,NA
2101,antofagasta,2020-03-12,NA
2201,calama,2020-03-12,NA
9102,carahue,2020-03-12,0.14285714285714285
5603,cartagena,2020-03-12,NA
13102,cerrillos,2020-03-12,NA
16101,chillan,2020-03-12,NA
13301,colina,2020-03-12,NA
8101,concepcion,2020-03-12,NA
7301,curico,2020-03-12,NA
13105,el bosque,2020-03-12,NA
13106,estacion central,2020-03-12,NA
8105,hualqui,2020-03-12,NA
13107,huechuraba,2020-03-12,NA
13109,la cisterna,2020-03-12,NA
13110,la florida,2020-03-12,NA
13113,la reina,2020-03-12,NA
8304,laja,2020-03-12,NA
13114,las condes,2020-03-12,0.18338206627680312
9108,lautaro,2020-03-12,NA
13115,lo barnechea,2020-03-12,NA
9109,loncoche,2020-03-12,NA
13119,maipu,2020-03-12,NA
9111,nueva imperial,2020-03-12,NA
13120,nunoa,2020-03-12,NA
13604,padre hurtado,2020-03-12,NA
9112,padre las casas,2020-03-12,NA
13404,paine,2020-03-12,NA
13121,pedro aguirre cerda,2020-03-12,NA
13122,penalolen,2020-03-12,NA
13123,providencia,2020-03-12,NA
13124,pudahuel,2020-03-12,NA
13201,puente alto,2020-03-12,NA
10101,puerto montt,2020-03-12,NA
13125,quilicura,2020-03-12,NA
13126,quinta normal,2020-03-12,NA
13127,recoleta,2020-03-12,NA
5601,san antonio,2020-03-12,NA
13401,san bernardo,2020-03-12,0
13129,san joaquin,2020-03-12,NA
13101,santiago,2020-03-12,NA
5606,santo domingo,2020-03-12,NA
7101,talca,2020-03-12,NA
9101,temuco,2020-03-12,NA
9119,vilcun,2020-03-12,NA
5804,villa alemana,2020-03-12,NA
5109,vina del mar,2020-03-12,NA
13132,vitacura,2020-03-12,0.384992784992785
8313,yumbel,2020-03-12,0
5602,algarrobo,2020-03-13,NA
10202,ancud,2020-03-13,NA
2101,antofagasta,2020-03-13,NA
2201,calama,2020-03-13,NA
9102,carahue,2020-03-13,0
5603,cartagena,2020-03-13,NA
13102,cerrillos,2020-03-13,NA
8103,chiguayante,2020-03-13,NA
16101,chillan,2020-03-13,NA
13301,colina,2020-03-13,NA
8101,concepcion,2020-03-13,NA
3101,copiapo,2020-03-13,NA
7301,curico,2020-03-13,NA
13105,el bosque,2020-03-13,NA
13106,estacion central,2020-03-13,NA
8105,hualqui,2020-03-13,NA
13107,huechuraba,2020-03-13,NA
13109,la cisterna,2020-03-13,NA
13110,la florida,2020-03-13,NA
13113,la reina,2020-03-13,NA
8304,laja,2020-03-13,NA
13114,las condes,2020-03-13,0.20286258575732258
9108,lautaro,2020-03-13,NA
13115,lo barnechea,2020-03-13,NA
9109,loncoche,2020-03-13,NA
13119,maipu,2020-03-13,NA
9111,nueva imperial,2020-03-13,NA
13120,nunoa,2020-03-13,0.22807017543859648
13604,padre hurtado,2020-03-13,NA
9112,padre las casas,2020-03-13,NA
13404,paine,2020-03-13,NA
13121,pedro aguirre cerda,2020-03-13,NA
13122,penalolen,2020-03-13,NA
13123,providencia,2020-03-13,NA
13124,pudahuel,2020-03-13,NA
13201,puente alto,2020-03-13,NA
10101,puerto montt,2020-03-13,NA
13125,quilicura,2020-03-13,NA
13126,quinta normal,2020-03-13,NA
13127,recoleta,2020-03-13,NA
5601,san antonio,2020-03-13,NA
13401,san bernardo,2020-03-13,NA
13129,san joaquin,2020-03-13,NA
13130,san miguel,2020-03-13,NA
13101,santiago,2020-03-13,NA
5606,santo domingo,2020-03-13,NA
7101,talca,2020-03-13,NA
9101,temuco,2020-03-13,NA
9119,vilcun,2020-03-13,NA
5804,villa alemana,2020-03-13,NA
5109,vina del mar,2020-03-13,NA
13132,vitacura,2020-03-13,0.26254380540094824
8313,yumbel,2020-03-13,0
5602,algarrobo,2020-03-14,NA
10202,ancud,2020-03-14,NA
2101,antofagasta,2020-03-14,NA
2201,calama,2020-03-14,NA
9102,carahue,2020-03-14,NA
5603,cartagena,2020-03-14,NA
13102,cerrillos,2020-03-14,NA
8103,chiguayante,2020-03-14,NA
16101,chillan,2020-03-14,NA
13301,colina,2020-03-14,NA
8101,concepcion,2020-03-14,NA
3101,copiapo,2020-03-14,NA
7301,curico,2020-03-14,NA
13105,el bosque,2020-03-14,NA
13106,estacion central,2020-03-14,NA
8105,hualqui,2020-03-14,NA
13107,huechuraba,2020-03-14,NA
13108,independencia,2020-03-14,NA
13109,la cisterna,2020-03-14,NA
13110,la florida,2020-03-14,0.20467032967032966
13113,la reina,2020-03-14,NA
8304,laja,2020-03-14,NA
13114,las condes,2020-03-14,0.2135768714716083
9108,lautaro,2020-03-14,NA
13115,lo barnechea,2020-03-14,NA
13117,lo prado,2020-03-14,NA
9109,loncoche,2020-03-14,NA
13118,macul,2020-03-14,NA
13119,maipu,2020-03-14,NA
13501,melipilla,2020-03-14,NA
9111,nueva imperial,2020-03-14,NA
13120,nunoa,2020-03-14,0.2581453634085213
13604,padre hurtado,2020-03-14,NA
9112,padre las casas,2020-03-14,NA
13404,paine,2020-03-14,NA
13121,pedro aguirre cerda,2020-03-14,NA
13122,penalolen,2020-03-14,NA
13123,providencia,2020-03-14,NA
13124,pudahuel,2020-03-14,NA
13201,puente alto,2020-03-14,NA
10101,puerto montt,2020-03-14,NA
12101,punta arenas,2020-03-14,NA
13125,quilicura,2020-03-14,NA
13126,quinta normal,2020-03-14,NA
13127,recoleta,2020-03-14,NA
5601,san antonio,2020-03-14,NA
13401,san bernardo,2020-03-14,NA
13129,san joaquin,2020-03-14,NA
13130,san miguel,2020-03-14,NA
13131,san ramon,2020-03-14,NA
13101,santiago,2020-03-14,NA
5606,santo domingo,2020-03-14,NA
13601,talagante,2020-03-14,NA
7101,talca,2020-03-14,NA
9101,temuco,2020-03-14,NA
9211,victoria,2020-03-14,NA
9119,vilcun,2020-03-14,NA
5804,villa alemana,2020-03-14,NA
5109,vina del mar,2020-03-14,NA
13132,vitacura,2020-03-14,0.15143269428983713
8313,yumbel,2020-03-14,0
5602,algarrobo,2020-03-15,NA
10202,ancud,2020-03-15,NA
2101,antofagasta,2020-03-15,NA
2201,calama,2020-03-15,NA
9102,carahue,2020-03-15,NA
5603,cartagena,2020-03-15,NA
13102,cerrillos,2020-03-15,NA
8103,chiguayante,2020-03-15,NA
16101,chillan,2020-03-15,NA
16103,chillan viejo,2020-03-15,NA
13301,colina,2020-03-15,NA
8101,concepcion,2020-03-15,NA
13104,conchali,2020-03-15,NA
3101,copiapo,2020-03-15,NA
8102,coronel,2020-03-15,NA
7301,curico,2020-03-15,NA
13105,el bosque,2020-03-15,NA
13106,estacion central,2020-03-15,NA
8105,hualqui,2020-03-15,NA
13107,huechuraba,2020-03-15,0.21428571428571427
13108,independencia,2020-03-15,NA
13109,la cisterna,2020-03-15,NA
13110,la florida,2020-03-15,0.21657509157509158
13113,la reina,2020-03-15,NA
8304,laja,2020-03-15,NA
13114,las condes,2020-03-15,0.22643401432875115
9108,lautaro,2020-03-15,NA
5802,limache,2020-03-15,NA
13115,lo barnechea,2020-03-15,NA
13117,lo prado,2020-03-15,NA
9109,loncoche,2020-03-15,NA
6108,machali,2020-03-15,NA
13118,macul,2020-03-15,NA
13119,maipu,2020-03-15,0
13501,melipilla,2020-03-15,NA
9111,nueva imperial,2020-03-15,NA
13120,nunoa,2020-03-15,0.14957393483709272
13604,padre hurtado,2020-03-15,NA
9112,padre las casas,2020-03-15,NA
13404,paine,2020-03-15,NA
13121,pedro aguirre cerda,2020-03-15,NA
13605,penaflor,2020-03-15,NA
13122,penalolen,2020-03-15,NA
13123,providencia,2020-03-15,NA
13124,pudahuel,2020-03-15,NA
13201,puente alto,2020-03-15,NA
10101,puerto montt,2020-03-15,NA
10109,puerto varas,2020-03-15,NA
12101,punta arenas,2020-03-15,NA
13125,quilicura,2020-03-15,NA
13126,quinta normal,2020-03-15,NA
6101,rancagua,2020-03-15,NA
13127,recoleta,2020-03-15,NA
6116,requinoa,2020-03-15,NA
5601,san antonio,2020-03-15,NA
13401,san bernardo,2020-03-15,NA
13129,san joaquin,2020-03-15,NA
13203,san jose de maipo,2020-03-15,NA
13130,san miguel,2020-03-15,NA
13131,san ramon,2020-03-15,NA
13101,santiago,2020-03-15,0.12834960070984916
5606,santo domingo,2020-03-15,NA
13601,talagante,2020-03-15,NA
7101,talca,2020-03-15,NA
9101,temuco,2020-03-15,0.22391774891774893
9211,victoria,2020-03-15,NA
9119,vilcun,2020-03-15,NA
5804,villa alemana,2020-03-15,NA
9120,villarrica,2020-03-15,NA
5109,vina del mar,2020-03-15,NA
13132,vitacura,2020-03-15,0.1800041228612657
8313,yumbel,2020-03-15,0
5602,algarrobo,2020-03-16,NA
10202,ancud,2020-03-16,NA
2101,antofagasta,2020-03-16,NA
15101,arica,2020-03-16,NA
13402,buin,2020-03-16,NA
2201,calama,2020-03-16,NA
9102,carahue,2020-03-16,NA
5603,cartagena,2020-03-16,NA
13102,cerrillos,2020-03-16,NA
8103,chiguayante,2020-03-16,NA
16101,chillan,2020-03-16,NA
16103,chillan viejo,2020-03-16,NA
13301,colina,2020-03-16,NA
8101,concepcion,2020-03-16,NA
13104,conchali,2020-03-16,NA
3101,copiapo,2020-03-16,NA
4102,coquimbo,2020-03-16,NA
8102,coronel,2020-03-16,NA
7301,curico,2020-03-16,NA
13105,el bosque,2020-03-16,NA
13106,estacion central,2020-03-16,NA
8105,hualqui,2020-03-16,NA
13107,huechuraba,2020-03-16,0.24285714285714285
13108,independencia,2020-03-16,NA
13109,la cisterna,2020-03-16,NA
13110,la florida,2020-03-16,0.08614030896639592
13111,la granja,2020-03-16,NA
13113,la reina,2020-03-16,0.17328385899814472
8304,laja,2020-03-16,NA
13114,las condes,2020-03-16,0.14822524737826237
9108,lautaro,2020-03-16,NA
5802,limache,2020-03-16,NA
13115,lo barnechea,2020-03-16,0.14087301587301587
13116,lo espejo,2020-03-16,NA
13117,lo prado,2020-03-16,NA
9109,loncoche,2020-03-16,NA
8301,los angeles,2020-03-16,NA
6108,machali,2020-03-16,NA
13118,macul,2020-03-16,NA
13119,maipu,2020-03-16,0.022857142857142857
13501,melipilla,2020-03-16,NA
9111,nueva imperial,2020-03-16,NA
13120,nunoa,2020-03-16,0.163859649122807
10301,osorno,2020-03-16,NA
13604,padre hurtado,2020-03-16,NA
9112,padre las casas,2020-03-16,0.2857142857142857
13404,paine,2020-03-16,NA
7404,parral,2020-03-16,NA
13121,pedro aguirre cerda,2020-03-16,NA
13605,penaflor,2020-03-16,NA
13122,penalolen,2020-03-16,0.057993197278911564
13123,providencia,2020-03-16,NA
13124,pudahuel,2020-03-16,NA
13201,puente alto,2020-03-16,NA
10101,puerto montt,2020-03-16,NA
10109,puerto varas,2020-03-16,NA
12101,punta arenas,2020-03-16,NA
13125,quilicura,2020-03-16,NA
5801,quilpue,2020-03-16,NA
6114,quinta de tilcoco,2020-03-16,NA
13126,quinta normal,2020-03-16,NA
6101,rancagua,2020-03-16,NA
13127,recoleta,2020-03-16,NA
6116,requinoa,2020-03-16,NA
4204,salamanca,2020-03-16,NA
5601,san antonio,2020-03-16,NA
13401,san bernardo,2020-03-16,NA
6301,san fernando,2020-03-16,NA
13129,san joaquin,2020-03-16,NA
13203,san jose de maipo,2020-03-16,NA
13130,san miguel,2020-03-16,NA
13131,san ramon,2020-03-16,NA
13101,santiago,2020-03-16,0.15014136826432858
5606,santo domingo,2020-03-16,NA
13601,talagante,2020-03-16,NA
7101,talca,2020-03-16,NA
8110,talcahuano,2020-03-16,NA
9101,temuco,2020-03-16,0.2715367965367965
5101,valparaiso,2020-03-16,NA
9211,victoria,2020-03-16,NA
9119,vilcun,2020-03-16,NA
5804,villa alemana,2020-03-16,NA
9120,villarrica,2020-03-16,NA
5109,vina del mar,2020-03-16,NA
13132,vitacura,2020-03-16,0.19758654044368326
8313,yumbel,2020-03-16,0
5602,algarrobo,2020-03-17,NA
10202,ancud,2020-03-17,NA
2101,antofagasta,2020-03-17,NA
8202,arauco,2020-03-17,NA
15101,arica,2020-03-17,NA
13402,buin,2020-03-17,NA
2201,calama,2020-03-17,NA
10102,calbuco,2020-03-17,NA
9102,carahue,2020-03-17,NA
5603,cartagena,2020-03-17,NA
13102,cerrillos,2020-03-17,NA
13103,cerro navia,2020-03-17,NA
8103,chiguayante,2020-03-17,NA
16101,chillan,2020-03-17,0.20732938348169389
16103,chillan viejo,2020-03-17,NA
13301,colina,2020-03-17,NA
8101,concepcion,2020-03-17,NA
13104,conchali,2020-03-17,NA
3101,copiapo,2020-03-17,NA
4102,coquimbo,2020-03-17,NA
8102,coronel,2020-03-17,NA
9104,curarrehue,2020-03-17,NA
7301,curico,2020-03-17,NA
13105,el bosque,2020-03-17,NA
13602,el monte,2020-03-17,NA
13106,estacion central,2020-03-17,NA
8105,hualqui,2020-03-17,NA
13107,huechuraba,2020-03-17,0.25527950310559006
13108,independencia,2020-03-17,NA
13109,la cisterna,2020-03-17,0.173015873015873
5504,la cruz,2020-03-17,NA
13110,la florida,2020-03-17,0.10144643141537552
13111,la granja,2020-03-17,NA
13113,la reina,2020-03-17,0.11328385899814473
8304,laja,2020-03-17,NA
13302,lampa,2020-03-17,NA
13114,las condes,2020-03-17,0.14781116870331412
9108,lautaro,2020-03-17,NA
5802,limache,2020-03-17,NA
13115,lo barnechea,2020-03-17,0.1553395619851316
13116,lo espejo,2020-03-17,NA
13117,lo prado,2020-03-17,NA
9109,loncoche,2020-03-17,NA
8301,los angeles,2020-03-17,NA
6108,machali,2020-03-17,NA
13118,macul,2020-03-17,NA
13119,maipu,2020-03-17,0.03608465608465609
13501,melipilla,2020-03-17,NA
9111,nueva imperial,2020-03-17,NA
13120,nunoa,2020-03-17,0.19481203007518796
10301,osorno,2020-03-17,NA
13604,padre hurtado,2020-03-17,NA
9112,padre las casas,2020-03-17,0.30952380952380953
13404,paine,2020-03-17,NA
7404,parral,2020-03-17,NA
13121,pedro aguirre cerda,2020-03-17,NA
13605,penaflor,2020-03-17,NA
13122,penalolen,2020-03-17,0.07386621315192743
13123,providencia,2020-03-17,0.21406529049453496
13124,pudahuel,2020-03-17,NA
13201,puente alto,2020-03-17,NA
10101,puerto montt,2020-03-17,0.01680672268907563
10109,puerto varas,2020-03-17,NA
12101,punta arenas,2020-03-17,NA
13125,quilicura,2020-03-17,NA
5801,quilpue,2020-03-17,NA
6114,quinta de tilcoco,2020-03-17,NA
13126,quinta normal,2020-03-17,NA
6101,rancagua,2020-03-17,NA
13127,recoleta,2020-03-17,NA
13128,renca,2020-03-17,NA
6116,requinoa,2020-03-17,NA
7108,rio claro,2020-03-17,NA
4204,salamanca,2020-03-17,NA
5601,san antonio,2020-03-17,NA
13401,san bernardo,2020-03-17,NA
6301,san fernando,2020-03-17,NA
13129,san joaquin,2020-03-17,NA
13203,san jose de maipo,2020-03-17,NA
13130,san miguel,2020-03-17,NA
8108,san pedro de la paz,2020-03-17,NA
13131,san ramon,2020-03-17,NA
13101,santiago,2020-03-17,0.1754578239605311
5606,santo domingo,2020-03-17,NA
13601,talagante,2020-03-17,NA
7101,talca,2020-03-17,NA
8110,talcahuano,2020-03-17,NA
9101,temuco,2020-03-17,0.3180484244437733
8111,tome,2020-03-17,NA
5101,valparaiso,2020-03-17,NA
9211,victoria,2020-03-17,NA
9119,vilcun,2020-03-17,NA
5804,villa alemana,2020-03-17,NA
9120,villarrica,2020-03-17,NA
5109,vina del mar,2020-03-17,NA
13132,vitacura,2020-03-17,0.18143747212070194
8313,yumbel,2020-03-17,0
5602,algarrobo,2020-03-18,NA
10202,ancud,2020-03-18,NA
2101,antofagasta,2020-03-18,NA
8202,arauco,2020-03-18,NA
15101,arica,2020-03-18,NA
13402,buin,2020-03-18,NA
16102,bulnes,2020-03-18,NA
2201,calama,2020-03-18,NA
10102,calbuco,2020-03-18,NA
9102,carahue,2020-03-18,NA
5603,cartagena,2020-03-18,NA
13102,cerrillos,2020-03-18,NA
13103,cerro navia,2020-03-18,NA
8103,chiguayante,2020-03-18,NA
16101,chillan,2020-03-18,0.14841384646396708
16103,chillan viejo,2020-03-18,NA
13301,colina,2020-03-18,0.0931547619047619
8101,concepcion,2020-03-18,0.10064307273560244
13104,conchali,2020-03-18,NA
3101,copiapo,2020-03-18,NA
4102,coquimbo,2020-03-18,NA
8102,coronel,2020-03-18,NA
9104,curarrehue,2020-03-18,NA
7301,curico,2020-03-18,NA
13105,el bosque,2020-03-18,NA
13602,el monte,2020-03-18,NA
