Nombre de estacion,Arica,Alto_Hospicio,Antofagasta,Copiapó,Huasco,Coquimbo,La_Serena,Concón,Valparaíso,Viña_del_Mar,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,Cerrillos,El_Bosque,Cerro_Navia,Puente_Alto,Talagante,Quilicura,Rancagua_I,Rancagua_II,Rengo,San_Fernando,Curicó,Talca_La_Florida,UC_Maule,U_Talca,Linares,Nielol,Las_Encinas,Padre_las_Casas,Valdivia,Valdivia_II,Osorno,Mirasol,Alerce,Coyhaique_I,Coyhaique_II,Punta_Arenas,La_Unión,Vialidad
2020-01-01 18:00:00,,,,,,,,,,,,,,,,,,,0.18125,,,0.373043,,,,,0.1,,,,,0.1,0.1,,,,,,,0.670424,,,
2020-01-01 19:00:00,,,,,,,,,,,,,,,,,,,0.1525,,,0.378105,,,,,0.1,,,,,0.1,0.1,,,,,,,0.816731,,,
2020-01-01 20:00:00,,,,,,,,,,,,,,,,,,,0.1935,,,0.378188,,,,,0.1,,,,,0.1,0.1,,,,,,,0.786303,,,
2020-01-01 21:00:00,,,,,,,,,,,,,,,,,,,0.17275,,,0.40242,,,,,0.10611,,,,,0.1,0.1,,,,,,,0.829397,,,
2020-01-01 22:00:00,,,,,,,,,,,,,,,,,,,0.18525,,,0.422335,,,,,0.1,,,,,0.1,0.1,,,,,,,0.727418,,,
2020-01-01 23:00:00,,,,,,,,,,,,,,,,,,,0.15275,,,0.415697,,,,,0.1,,,,,0.1,0.1,,,,,,,0.581027,,,
2020-01-02 00:00:00,,,,,,,,,,,,,,,,,,,0.23475,,,0.433206,,,,,0.1,,,,,0.1,0.1,,,,,,,0.583392,,,
2020-01-02 01:00:00,,,,,,,,,,,,,,,,,,,0.247,,,0.442002,,,,,0.1,,,,,0.1,0.1,,,,,,,0.623396,,,
2020-01-02 02:00:00,,,,,,,,,,,,,,,,,,,0.3295,,,0.392295,,,,,0.1,,,,,0.1,0.1,,,,,,,0.698531,,,
2020-01-02 03:00:00,,,,,,,,,,,,,,,,,,,0.368,,,0.408311,,,,,0.1,,,,,0.1,0.1,,,,,,,0.384895,,,
2020-01-02 04:00:00,,,,,,,,,,,,,,,,,,,0.39,,,0.395532,,,,,0.1,,,,,0.1,0.1,,,,,,,0.731427,,,
2020-01-02 05:00:00,,,,,,,,,,,,,,,,,,,0.5935,,,0.439098,,,,,0.1,,,,,0.1,0.1,,,,,,,0.763206,,,
2020-01-02 06:00:00,,,,,,,,,,,,,,,,,,,0.742,,,0.501667,,,,,0.1,,,,,0.1,0.1,,,,,,,0.695178,,,
2020-01-02 07:00:00,,,,,,,,,,,,,,,,,,,0.61,,,0.476772,,,,,0.1,,,,,0.1,0.1,,,,,,,0.571815,,,
2020-01-02 08:00:00,,,,,,,,,,,,,,,,,,,0.43675,,,0.470963,,,,,0.240195,,,,,0.1,0.1,,,,,,,0.564709,,,
2020-01-02 09:00:00,,,,,,,,,,,,,,,,,,,0.35425,,,0.473204,,,,,0.101296,,,,,0.1,0.1,,,,,,,0.851438,,,
2020-01-02 10:00:00,,,,,,,,,,,,,,,,,,,0.35425,,,0.462997,,,,,0.102046,,,,,0.1,0.1,,,,,,,0.614055,,,
2020-01-02 11:00:00,,,,,,,,,,,,,,,,,,,0.3295,,,0.442915,,,,,0.100785,,,,,0.1,0.1,,,,,,,0.606948,,,
2020-01-02 12:00:00,,,,,,,,,,,,,,,,,,,0.33775,,,0.437687,,,,,0.1,,,,,0.1,0.1,,,,,,,0.565826,,,
2020-01-02 13:00:00,,,,,,,,,,,,,,,,,,,0.346,,,0.503658,,,,,0.1,,,,,0.1,0.1,,,,,,,0.474243,,,
2020-01-02 14:00:00,,,,,,,,,,,,,,,,,,,0.37075,,,,,,,,0.1,,,,,0.1,0.1,,,,,,,0.615171,,,
2020-01-02 15:00:00,,,,,,,,,,,,,,,,,,,0.3625,,,0.419929,,,,,0.1,,,,,0.1,0.1,,,,,,,0.496279,,,
2020-01-02 16:00:00,,,,,,,,,,,,,,,,,,,0.3625,,,0.438268,,,,,0.136237,,,,,0.1,0.1,,,,,,,0.424898,,,
2020-01-02 17:00:00,,,,,,,,,,,,,,,,,,,0.33775,,,0.437023,,,,,0.150567,,,,,0.1,0.1,,,,,,,0.394237,,,
2020-01-02 18:00:00,,,,,,,,,,,,,,,,,,,0.40375,,,0.428808,,,,,0.160807,,,,,0.1,0.1,,,,,,,0.665634,,,
2020-01-02 19:00:00,,,,,,,,,,,,,,,,,,,0.3295,,,0.425074,,,,,0.166032,,,,,0.1,0.1,,,,,,,0.622278,,,
2020-01-02 20:00:00,,,,,,,,,,,,,,,,,,,0.346,,,0.443745,,,,,0.144226,,,,,0.1,0.1,,,,,,,0.581158,,,
2020-01-02 21:00:00,,,,,,,,,,,,,,,,,,,0.379,,,0.442998,,,,,0.182782,,,,,0.1,0.1,,,,,,,0.581158,,,
2020-01-02 22:00:00,,,,,,,,,,,,,,,,,,,0.32125,,,0.45113,,,,,0.209549,,,,,0.1,0.102713,,,,,,,0.478714,,,
2020-01-02 23:00:00,,,,,,,,,,,,,,,,,,,0.2965,,,0.45279,,,,,0.178547,,,,,0.1,0.1,,,,,,,0.395354,,,
2020-01-03 00:00:00,,,,,,,,,,,,,,,,,,,0.2965,,,0.442002,,,,,0.170832,,,,,0.1,0.1,,,,,,,0.655175,,,
2020-01-03 01:00:00,,,,,,,,,,,,,,,,,,,,,,0.415946,,,,,0.114634,,,,,0.1,0.1,,,,,,,0.863014,,,
2020-01-03 02:00:00,,,,,,,,,,,,,,,,,,,,,,0.415863,,,,,0.155095,,,,,0.1,0.1,,,,,,,0.565826,,,
2020-01-03 03:00:00,,,,,,,,,,,,,,,,,,,,,,0.422585,,,,,0.233211,,,,,0.1,0.1,,,,,,,0.548261,,,
2020-01-03 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.43221,,,,,0.234897,,,,,0.1,0.1,,,,,,,0.753865,,,
2020-01-03 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.456939,,,,,0.163768,,,,,0.1,0.1,,,,,,,0.836107,,,
2020-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.506895,,,,,0.193125,,,,,0.1,0.1,,,,,,,0.630503,,,
2020-01-03 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.577182,,,,,0.197639,,,,,0.1,0.1,,,,,,,0.796103,,,
2020-01-03 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.564983,,,,,0.190828,,,,,0.1,0.1,,,,,,,0.451806,,,
2020-01-03 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.547391,,,,,0.165431,,,,,0.1,0.1,,,,,,,0.806562,,,
2020-01-03 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.453288,,,,,0.156385,,,,,0.1,0.1,,,,,,,0.679848,,,
2020-01-03 11:00:00,,,,,,,,,,,,,,,,,,,,,,0.448724,,,,,0.178293,,,,,0.1,0.1,,,,,,,0.859662,,,
2020-01-03 12:00:00,,,,,,,,,,,,,,,,,,,,,,0.465569,,,,,0.143829,,,,,0.1,0.1,,,,,,,0.581158,,,
2020-01-03 13:00:00,,,,,,,,,,,,,,,,,,,,,,0.491626,,,,,0.122585,,,,,0.1,0.1,,,,,,,0.812551,,,
2020-01-03 14:00:00,,,,,,,,,,,,,,,,,0.279373,,,,,0.492373,,,,,0.105119,,,,,0.1,0.1,,,,,,,0.575169,,,
2020-01-03 15:00:00,,,,,,,,,,,,,,,,,0.246216,,,,,0.498016,,,,,0.115775,,,,,0.1,0.1,,,,,,,0.778538,,,
2020-01-03 16:00:00,,,,,,,,,,,,,,,,,0.262794,,,,,0.499592,,,,,0.147493,,,,,0.1,0.1,,,,,,,0.746758,,,
2020-01-03 17:00:00,,,,,,,,,,,,,,,,,,,,,,0.481004,,,,,0.184962,,,,,0.1,0.1,,,,,,,0.804328,,,
2020-01-03 18:00:00,,,,,,,,,,,,,,,,,,,,,,0.464242,,,,,0.209892,,,,,0.1,0.1,,,,,,,0.679848,,,
2020-01-03 19:00:00,,,,,,,,,,,,,,,,,,,,,,0.473204,,,,,0.208809,,,,,0.1,0.1,,,,,,,0.688072,,,
2020-01-03 20:00:00,,,,,,,,,,,,,,,,,,,,,,0.532039,,,,,0.149843,,,,,0.1,0.1,,,,,,,0.877228,,,
2020-01-03 21:00:00,,,,,,,,,,,,,,,,,,,,,,0.552619,,,,,0.234147,,,,,0.1,0.1,,,,,,,0.819658,,,
2020-01-03 22:00:00,,,,,,,,,,,,,,,,,,,,,,0.49395,,,,,0.206444,,,,,0.1,0.1,,,,,,,0.911242,,,
2020-01-03 23:00:00,,,,,,,,,,,,,,,,,,,,,,0.502913,,,,,0.203136,,,,,0.1,0.1,,,,,,,0.844331,,,
2020-01-04 00:00:00,,,,,,,,,,,,,,,,,,,0.70075,,,0.501667,,,,,0.220751,,,,,0.1,0.1,,,,,,,0.752748,,,
2020-01-04 01:00:00,,,,,,,,,,,,,,,,,,,0.376,,,0.497601,,,,,0.125305,,,,,0.1,0.1,,,,,,,0.451806,,,
2020-01-04 02:00:00,,,,,,,,,,,,,,,,,,,0.25525,,,0.455943,,,,,0.135539,,,,,0.1,0.1,,,,,,,0.433123,,,
2020-01-04 03:00:00,,,,,,,,,,,,,,,,,,,0.203,,,0.434534,,,,,0.16761,,,,,0.1,0.1,,,,,,,0.630503,,,
2020-01-04 04:00:00,,,,,,,,,,,,,,,,,,,0.225,,,0.444409,,,,,0.195559,,,,,0.1,0.1,,,,,,,0.458912,,,
2020-01-04 05:00:00,,,,,,,,,,,,,,,,,,,0.2595,,,0.472457,,,,,0.210109,,,,,0.1,0.1,,,,,,,0.366212,,,
2020-01-04 06:00:00,,,,,,,,,,,,,,,,,,,0.1485,,,0.480507,,,,,0.155919,,,,,0.1,0.1,,,,,,,0.574051,,,
2020-01-04 07:00:00,,,,,,,,,,,,,,,,,,,0.1485,,,0.468806,,,,,0.160439,,,,,0.1,0.1,,,,,,,0.67873,,,
2020-01-04 08:00:00,,,,,,,,,,,,,,,,,,,0.20175,,,0.46698,,,,,0.192895,,,,,0.1,0.1,,,,,,,0.445817,,,
2020-01-04 09:00:00,,,,,,,,,,,,,,,,,,,0.17325,,,0.454035,,,,,0.170117,,,,,0.1,0.1,,,,,,,0.395354,,,
2020-01-04 10:00:00,,,,,,,,,,,,,,,,,,,0.1935,,,0.437936,,,,,0.117411,,,,,0.1,0.1,,,,,,,1.03237,,,
2020-01-04 11:00:00,,,,,,,,,,,,,,,,,,,0.20575,,,0.454201,,,,,0.177473,,,,,0.1,0.1,,,,,,,0.778538,,,
2020-01-04 12:00:00,,,,,,,,,,,,,,,,,,,0.15675,,,0.479594,,,,,0.16275,,,,,0.1,0.1,,,,,,,0.9019,,,
2020-01-04 13:00:00,,,,,,,,,,,,,,,,,,,0.1605,,,0.485983,,,,,0.219459,,,,,0.1,0.1,,,,,,,1.16507,,,
2020-01-04 14:00:00,,,,,,,,,,,,,,,,,,,0.214,,,0.47644,,,,,0.160436,,,,,0.1,0.1,,,,,,,0.674976,,,
2020-01-04 15:00:00,,,,,,,,,,,,,,,,,,,0.2635,,,0.460839,,,,,0.247626,,,,,0.1,0.1,,,,,,,0.910125,,,
2020-01-04 16:00:00,,,,,,,,,,,,,,,,,,,0.24725,,,0.457105,,,,,0.235092,,,,,0.1,0.1,,,,,,,0.785645,,,
2020-01-04 17:00:00,,,,,,,,,,,,,,,,,,,0.30475,,,0.458682,,,,,0.166061,,,,,0.1,0.1,,,,,,,0.654058,,,
2020-01-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,0.471877,,,,,0.172173,,,,,0.1,0.1,,,,,,,0.63162,,,
2020-01-04 19:00:00,,,,,,,,,,,,,,,,,,,,,,0.470051,,,,,0.234287,,,,,0.1,0.1,,,,,,,0.786762,,,
2020-01-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,0.519757,,,,,0.353476,,,,,0.1,0.1,,,,,,,0.637609,,,
2020-01-04 21:00:00,,,,,,,,,,,,,,,,,,,0.161,,,0.595605,,,,,0.284253,,,,,0.1,0.1,,,,,,,0.925455,,,
2020-01-04 22:00:00,,,,,,,,,,,,,,,,,,,0.20575,,,0.590045,,,,,0.266573,,,,,0.1,0.1,,,,,,,0.793868,,,
2020-01-04 23:00:00,,,,,,,,,,,,,,,,,,,0.1365,,,0.576269,,,,,0.301655,,,,,0.1,0.1,,,,,,,0.760972,,,
2020-01-05 00:00:00,,,,,,,,,,,,,,,,,,,0.116,,,0.56125,,,,,0.265907,,,,,0.1,0.1,,,,,,,0.565826,,,
2020-01-05 01:00:00,,,,,,,,,,,,,,,,,,,0.163,,,0.540172,,,,,0.274974,,,,,0.1,0.1,,,,,,,0.65741,,,
2020-01-05 02:00:00,,,,,,,,,,,,,,,,,,,0.18125,,,0.532454,,,,,0.216671,,,,,0.1,0.1,,,,,,,0.845448,,,
2020-01-05 03:00:00,,,,,,,,,,,,,,,,,,,0.164667,,,0.536852,,,,,0.235031,,,,,0.1,0.1,,,,,,,0.582275,,,
2020-01-05 04:00:00,,,,,,,,,,,,,,,,,,,0.181333,,,0.499427,,,,,0.256066,,,,,0.1,0.1,,,,,,,0.570296,,,
2020-01-05 05:00:00,,,,,,,,,,,,,,,,,,,0.247,,,0.466815,,,,,0.18381,,,,,0.1,0.1,,,,,,,0.640962,,,
2020-01-05 06:00:00,,,,,,,,,,,,,,,,,,,0.313,,,0.506978,,,,,0.127335,,,,,0.1,0.1,,,,,,,0.720968,,,
2020-01-05 07:00:00,,,,,,,,,,,,,,,,,,,0.18925,,,0.477436,,,,,0.12986,,,,,0.1,0.1,,,,,,,0.779655,,,
2020-01-05 08:00:00,,,,,,,,,,,,,,,,,,,0.173,,,0.449554,,,,,0.105708,,,,,0.1,0.1,,,,,,,0.614055,,,
2020-01-05 09:00:00,,,,,,,,,,,,,,,,,,,0.1975,,,0.468391,,,,,0.106958,,,,,0.1,0.1,,,,,,,0.67873,,,
2020-01-05 10:00:00,,,,,,,,,,,,,,,,,,,0.21,,,0.454118,,,,,0.116032,,,,,0.1,0.1,,,,,,,0.670506,,,
2020-01-05 11:00:00,,,,,,,,,,,,,,,,,,,0.2635,,,0.437604,,,,,0.110376,,,,,0.1,0.1,,,,,,,0.566944,,,
2020-01-05 12:00:00,,,,,,,,,,,,,,,,,,,0.28,,,0.430717,,,,,0.117588,,,,,0.1,0.1,,,,,,,0.664516,,,
2020-01-05 13:00:00,,,,,,,,,,,,,,,,,,,0.32125,,,0.425571,,,,,0.183673,,,,,0.1,0.1,,,,,,,0.645833,,,
2020-01-05 14:00:00,,,,,,,,,,,,,,,,,,,0.412,,,0.409971,,,,,0.205828,,,,,0.1,0.1,,,,,,,0.575169,,,
2020-01-05 15:00:00,,,,,,,,,,,,,,,,,,,0.4615,,,0.416194,,,,,0.161493,,,,,0.1,0.1,,,,,,,0.728075,,,
2020-01-05 16:00:00,,,,,,,,,,,,,,,,,,,0.4945,,,0.398602,,,,,0.123626,,,,,0.1,0.1,,,,,,,0.614054,,,
2020-01-05 17:00:00,,,,,,,,,,,,,,,,,,,0.544001,,,0.419597,,,,,0.151751,,,,,0.1,0.1,,,,,,,0.542272,,,
2020-01-05 18:00:00,,,,,,,,,,,,,,,,,,,0.53575,,,0.435695,,,,,0.169653,,,,,0.1,0.1,,,,,,,1.00059,,,
2020-01-05 19:00:00,,,,,,,,,,,,,,,,,,,0.53575,,,0.455031,,,,,0.140536,,,,,0.1,0.1,,,,,,,0.826765,,,
2020-01-05 20:00:00,,,,,,,,,,,,,,,,,,,0.48625,,,0.470632,,,,,0.143338,,,,,0.1,0.1,,,,,,,0.886569,,,
2020-01-05 21:00:00,,,,,,,,,,,,,,,,,,,0.48625,,,0.469387,,,,,0.180805,,,,,0.100911,0.1,,,,,,,0.869003,,,
2020-01-05 22:00:00,,,,,,,,,,,,,,,,,,,0.552251,,,0.395283,,,,,0.241763,,,,,0.1,0.1,,,,,,,0.7363,,,
2020-01-05 23:00:00,,,,,,,,,,,,,,,,,,,0.48625,,,0.36184,,,,,0.142455,,,,,0.1,0.1,,,,,,,0.737417,,,
2020-01-06 00:00:00,,,,,,,,,,,,,,,,,,,0.478,,,0.341094,,,,,0.114664,,,,,0.1,0.1,,,,,,,0.518717,,,
2020-01-06 01:00:00,,,,,,,,,,,,,,,,,,,0.346,,,0.345326,,,,,0.188257,,,,,0.1,0.1,,,,,,,0.713861,,,
2020-01-06 02:00:00,,,,,,,,,,,,,,,,,,,0.33775,,,0.335203,,,,,0.195347,,,,,0.1,0.1,,,,,,,0.401343,,,
2020-01-06 03:00:00,,,,,,,,,,,,,,,,,,,0.346,,,0.334041,,,,,0.201447,,,,,0.1,0.1,,,,,,,0.686954,,,
2020-01-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.319104,,,,,0.137638,,,,,0.1,0.1,,,,,,,0.535165,,,
2020-01-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.34848,,,,,0.131933,,,,,0.1,0.1,,,,,,,0.86078,,,
2020-01-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.374786,,,,,0.183234,,,,,0.1,0.1,,,,,,,0.640962,,,
2020-01-06 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.406568,,,,,0.204659,,,,,0.1,0.1,,,,,,,0.695178,,,
2020-01-06 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.370471,,,,,0.178281,,,,,0.1,0.1,,,,,,,0.975918,,,
2020-01-06 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.392046,,,,,0.197123,,,,,0.1,0.1,,,,,,,0.818541,,,
2020-01-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.399183,,,,,0.138844,,,,,0.1,0.1,,,,,,,0.542272,,,
2020-01-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,0.390387,,,,,0.160238,,,,,0.1,0.1,,,,,,,0.680965,,,
2020-01-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,0.387648,,,,,0.176657,,,,,0.1,0.1,,,,,,,0.9019,,,
2020-01-06 13:00:00,,,,,,,,,,,,,,,,,,,,,,0.391632,,,,,0.187937,,,,,0.1,0.1,,,,,,,0.70452,,,
2020-01-06 14:00:00,,,,,,,,,,,,,,,,,,,,,,0.398187,,,,,0.29793,,,,,0.1,0.1,,,,,,,0.886569,,,
2020-01-06 15:00:00,,,,,,,,,,,,,,,,,,,,,,0.399681,,,,,0.182907,,,,,0.1,0.1,,,,,,,0.760972,,,
2020-01-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,0.392295,,,,,0.225302,,,,,0.1,0.1,,,,,,,0.834991,,,
2020-01-06 17:00:00,,,,,,,,,,,,,,,,,,,,,,0.389972,,,,,0.161808,,,,,0.1,0.1,,,,,,,0.793868,,,
2020-01-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,0.385491,,,,,0.274865,,,,,0.1,0.1,,,,,,,0.941903,,,
2020-01-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,0.372047,,,,,0.277822,,,,,0.1,0.1,,,,,,,0.894794,,,
2020-01-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,0.394536,,,,,0.200517,,,,,0.1,0.1,,,,,,,0.886569,,,
2020-01-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,0.416278,,,,,0.210962,,,,,0.1,0.1,,,,,,,1.09106,,,
2020-01-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,0.416775,,,,,0.18641,,,,,0.1,0.1,,,,,,,0.854791,,,
2020-01-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,0.411382,,,,,0.170111,,,,,0.1,0.1,,,,,,,1.19797,,,
2020-01-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,0.413788,,,,,0.139755,,,,,0.1,0.1,,,,,,,1.1075,,,
2020-01-07 01:00:00,,,,,,,,,,,,,,,0.6,,,,,,,0.394536,,,,,0.125741,,,,,0.1,0.1,,,,,,,0.745641,,,
2020-01-07 02:00:00,,,,,,,,,,,,,,,0.558334,,,,,,,0.359019,,,,,0.123356,,,,,0.1,0.1,,,,,,,0.525824,,,
2020-01-07 03:00:00,,,,,,,,,,,,,,,0.566667,,,,,,,0.367151,,,,,0.202604,,,,,0.1,0.1,,,,,,,1.01704,,,
2020-01-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.392461,,,,,0.305859,,,,,0.1,0.1,,,,,,,0.578521,,,
2020-01-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.437272,,,,,0.276648,,,,,0.160167,0.1,,,,,,,0.80321,,,
2020-01-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.46059,,,,,0.348704,,,,,0.175905,0.115694,,,,,,,0.566944,,,
2020-01-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,0.637262,,,,,0.742695,,,,,0.190983,0.113939,,,,,,,0.77742,,,
2020-01-07 08:00:00,,,,,,,,,,,,,,,,,,,,,,0.464076,,,,,0.238286,,,,,0.144257,0.1,,,,,,,1.09106,,,
2020-01-07 09:00:00,,,,,,,,,,,,,,,,,,,,,,0.459678,,,,,0.286547,,,,,0.1,0.1,,,,,,,0.787879,,,
2020-01-07 10:00:00,,,,,,,,,,,,,,,,,,,,,,0.392627,,,,,0.257341,,,,,0.1,0.1,,,,,,,0.892558,,,
2020-01-07 11:00:00,,,,,,,,,,,,,,,,,,,,,,0.399432,,,,,0.281624,,,,,0.1,0.1,,,,,,,0.622278,,,
2020-01-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,0.41885,,,,,0.183014,,,,,0.1,0.1,,,,,,,,,,
2020-01-07 13:00:00,,,,,,,,,,,,,,,,,,,,,,0.422916,,,,,0.158581,,,,,0.1,0.1,,,,,,,0.877228,,,
2020-01-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,0.41188,,,,,0.113324,,,,,0.1,0.1,,,,,,,0.983025,,,
2020-01-07 15:00:00,,,,,,,,,,,,,,,,,,,,,,0.398768,,,,,,,,,,0.1,0.1,,,,,,,0.844331,,,
2020-01-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,0.372462,,,,,0.415708,,,,,0.1,0.100291,,,,,,,0.826765,,,
2020-01-07 17:00:00,,,,,,,,,,,,,,,,,,,,,,0.383167,,,,,0.277173,,,,,0.1,0.1,,,,,,,0.9748,,,
2020-01-07 18:00:00,,,,,,,,,,,,,,,,,0.295951,,,,,0.386155,,,,,0.310302,,,,,0.1,0.1,,,,,,,1.03237,,,
2020-01-07 19:00:00,,,,,,,,,,,,,,,,,0.287662,,,,,0.370886,,,,,0.213104,,,,,0.1,0.1,,,,,,,1.22975,,,
2020-01-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,0.354372,,,,,0.206914,,,,,0.1,0.1,,,,,,,1.11461,,,
2020-01-07 21:00:00,,,,,,,,,,,,,,,,,,,,,,0.356695,,,,,0.233032,,,,,0.1,0.1,,,,,,,0.950128,,,
2020-01-07 22:00:00,,,,,,,,,,,,,,,,,,,,,,0.344829,,,,,0.2259,,,,,0.1,0.1,,,,,,,0.966576,,,
2020-01-07 23:00:00,,,,,,,,,,,,,,,,,0.254505,,,,,0.385739,,,,,0.139745,,,,,0.1,0.1,,,,,,,0.654058,,,
2020-01-08 00:00:00,,,,,,,,,,,,,,,,,0.221348,,,,,0.381341,,,,,0.198941,,,,,0.1,0.1,,,,,,,0.867886,,,
2020-01-08 01:00:00,,,,,,,,,,,,,,,,,0.282136,,,,,0.393706,,,,,0.152218,,,,,0.1,0.1,,,,,,,0.517599,,,
2020-01-08 02:00:00,,,,,,,,,,,,,,,,,0.262794,,,,,0.357774,,,,,0.151386,,,,,0.1,0.1,,,,,,,0.649186,,,
2020-01-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,0.300931,,,,,0.267704,,,,,0.1,0.1,,,,,,,0.679848,,,
2020-01-08 04:00:00,,,,,,,,,,,,,,,,,,,,,,0.330141,,,,,0.202041,,,,,0.1,0.1,,,,,,,0.958352,,,
2020-01-08 05:00:00,,,,,,,,,,,,,,,,,,,,,,0.394204,,,,,0.112806,,,,,0.1,0.1,,,,,,,0.646951,,,
2020-01-08 06:00:00,,,,,,,,,,,,,,,,,,,,,,0.470881,,,,,0.144684,,,,,0.1,0.1,,,,,,,0.524706,,,
