Nombre de estacion,Arica,Alto_Hospicio,Antofagasta,Copiapó,Huasco,Coquimbo,La_Serena,Concón,Valparaíso,Viña_del_Mar,Independencia,La_Florida,Las_Condes,Santiago,Pudahuel,El_Bosque,Cerro_Navia,Puente_Alto,Quilicura,Rancagua_I,Rancagua_II,Rengo,San_Fernando,Curicó,Talca_La_Florida,UC_Maule,U_Talca,Linares,Nielol,Las_Encinas,Padre_las_Casas,Valdivia,Valdivia_II,Osorno,Mirasol,Alerce,Coyhaique_I,Coyhaique_II,Punta_Arenas,La_Unión,Vialidad,Talagante
2021-01-02 01:00:00,,6.0,3.0,15.4017,7.0,16.6256,7.0,12.0,6.84475,13.8492,12.0,7.0,11.0,7.0,7.0,8.0,11.0,11.0,2.0,9.0,15.0,6.0,20.0,12.0,9.0,,12.0,13.0,1.0,3.0,3.0,6.0,7.0,1.0,2.0,6.0,4.0,6.0,,4.0,4.0,
2021-01-02 02:00:00,,5.0,5.0,16.5267,10.0,8.27742,7.0,12.0,7.77375,13.4033,16.0,9.0,7.0,8.0,13.0,11.0,14.0,14.0,7.0,11.0,12.0,9.0,17.0,14.0,13.0,,15.0,9.0,2.0,2.0,3.0,8.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,
2021-01-02 03:00:00,7.8237,7.0,5.0,15.7058,8.0,7.369,7.0,10.0,13.1417,12.4117,15.0,8.0,5.0,10.0,15.0,8.0,11.0,9.0,6.0,10.0,11.0,12.0,18.0,11.0,15.0,,12.0,5.0,6.0,4.0,2.0,6.0,4.0,1.0,2.0,7.0,1.0,4.0,1.0,6.0,1.0,
2021-01-02 04:00:00,,7.0,4.0,13.7658,3.0,9.04109,6.0,10.0,11.9778,12.1625,13.0,10.0,12.0,11.0,10.0,8.0,12.0,12.0,10.0,8.0,13.0,10.0,18.0,12.0,11.0,,11.0,3.0,7.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,1.36808,4.0,1.0,
2021-01-02 05:00:00,1.28255,7.0,9.0,13.0817,5.0,10.8758,6.0,14.0,12.7108,12.2858,10.0,8.0,7.0,9.0,11.0,8.0,20.0,12.0,10.0,9.0,11.0,8.0,15.0,10.0,28.0,,7.0,1.0,4.0,3.0,6.0,4.0,6.0,3.0,4.0,1.0,1.0,7.0,2.36333,4.0,3.0,
2021-01-02 06:00:00,1.39218,6.0,8.0,12.9917,9.0,11.461,9.0,13.0,11.3875,11.8683,18.0,13.0,8.0,7.0,14.0,13.0,20.0,14.0,9.0,10.0,13.0,13.0,12.0,10.0,13.0,,9.0,2.0,3.0,6.0,4.0,3.0,5.0,6.0,1.0,2.0,1.0,5.0,3.64692,2.0,5.0,
2021-01-02 07:00:00,12.2088,5.0,7.0,15.8608,10.0,4.8,8.0,11.0,10.3746,11.4517,18.0,14.0,12.0,17.0,11.0,12.0,16.0,21.0,21.0,12.0,13.0,15.0,12.0,9.0,14.0,,13.0,5.0,6.0,11.0,6.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,5.74142,2.0,1.0,
2021-01-02 08:00:00,12.9591,7.0,11.0,16.8975,11.0,11.4231,9.0,7.0,13.3742,11.9008,18.0,9.0,9.0,11.0,14.0,17.0,17.0,19.0,14.0,15.0,12.0,12.0,14.0,16.0,11.0,,11.0,3.0,8.0,8.0,10.0,5.0,3.0,5.0,3.0,1.0,1.0,9.0,6.53609,5.0,1.0,
2021-01-02 09:00:00,4.72775,6.0,9.0,13.4092,10.0,14.0908,7.0,14.0,8.65933,12.8792,23.0,12.0,11.0,17.0,14.0,17.0,24.0,16.0,14.0,13.0,13.0,13.0,11.0,12.0,11.0,,12.0,1.0,8.0,5.0,6.0,6.0,3.0,7.0,3.0,2.0,3.0,13.0,7.99792,5.0,1.0,
2021-01-02 10:00:00,4.23825,6.0,7.0,11.91,8.0,8.5135,7.0,10.0,8.294830000000001,12.0867,22.0,15.0,21.0,21.0,16.0,15.0,17.0,21.0,19.0,13.0,16.0,14.0,11.0,13.0,11.0,,13.0,3.0,6.0,7.0,6.0,4.0,3.0,7.0,5.0,5.0,3.0,12.0,8.29233,5.0,1.0,
2021-01-02 11:00:00,8.64258,2.0,3.0,8.797419999999997,8.0,10.07,9.0,8.0,3.55175,10.6508,20.0,15.0,18.0,12.0,15.0,19.0,16.0,18.0,15.0,13.0,17.0,10.0,14.0,10.0,8.0,,12.0,4.0,3.0,6.0,7.0,1.0,3.0,5.0,4.0,5.0,1.0,8.0,7.31825,4.0,1.0,
2021-01-02 12:00:00,8.96725,3.0,2.0,6.45925,5.0,10.7318,7.0,9.0,7.0475,9.52499,16.0,20.0,19.0,13.0,14.0,20.0,14.0,17.0,16.0,17.0,10.0,12.0,17.0,10.0,8.0,,9.0,7.0,4.0,3.0,5.0,1.0,2.0,6.0,4.0,3.0,1.0,5.0,6.8391600000000015,4.0,1.0,
2021-01-02 13:00:00,5.2755800000000015,5.0,4.0,6.17709,5.0,8.89034,6.0,8.0,9.409,9.001660000000003,18.0,17.0,16.0,15.0,13.0,19.0,21.0,20.0,16.0,7.0,14.0,12.0,17.0,13.0,11.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,3.0,1.0,1.0,9.0,6.79075,3.0,1.0,
2021-01-02 14:00:00,4.18525,3.0,6.0,6.37725,9.0,8.43192,6.0,6.0,13.4735,8.31625,13.0,14.0,15.0,13.0,19.0,19.0,17.0,19.0,24.0,9.0,10.0,9.0,9.0,10.0,7.0,1.0,6.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0,5.0,1.0,1.0,11.0,5.74992,6.0,1.0,
2021-01-02 15:00:00,3.964,4.0,10.0,6.2415,8.0,11.6025,5.0,10.0,11.9861,8.36084,19.0,14.0,18.0,14.0,10.0,20.0,24.0,20.0,21.0,10.0,9.0,10.0,17.0,9.0,10.0,4.0,8.0,9.0,5.0,8.0,6.0,7.0,8.0,8.0,4.0,2.0,5.0,12.0,7.18775,5.0,1.0,
2021-01-02 16:00:00,10.5542,5.0,7.0,5.31942,10.0,11.8642,4.0,9.0,22.1025,6.6170800000000005,12.0,10.0,12.0,10.0,10.0,15.0,14.0,12.0,16.0,10.0,10.0,8.0,17.0,8.0,9.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,13.0,4.0,3.0,8.0,10.0,8.3445,2.0,1.0,
2021-01-02 17:00:00,6.643089999999999,4.0,4.0,6.9896699999999985,11.0,11.9492,4.0,9.0,16.6942,6.26892,14.0,9.0,12.0,5.0,8.0,9.0,13.0,15.0,12.0,10.0,7.0,5.0,6.0,6.0,9.0,6.0,10.0,5.0,5.0,5.0,8.0,6.0,5.0,7.0,1.0,1.0,6.0,16.0,8.980830000000003,5.0,3.0,
2021-01-02 18:00:00,8.19792,8.0,11.0,8.62917,12.0,6.6658300000000015,5.0,11.0,15.3092,6.45783,10.0,8.0,13.0,12.0,8.0,9.0,12.0,13.0,8.0,9.0,8.0,7.0,6.0,12.0,10.0,6.0,11.0,9.0,3.0,3.0,4.0,8.0,9.0,9.0,3.0,1.0,3.0,10.0,9.59167,6.0,14.0,
2021-01-02 19:00:00,8.15059,11.0,8.0,8.595,10.0,1.0,6.0,14.0,6.38242,7.74242,13.0,9.0,10.0,10.0,11.0,7.0,11.0,11.0,12.0,8.0,10.0,9.0,13.0,13.0,12.0,10.0,10.0,7.0,2.0,4.0,2.0,8.0,8.0,8.0,3.0,1.0,3.0,13.0,8.58342,6.0,8.0,
2021-01-02 20:00:00,5.18433,10.0,7.0,9.0025,6.0,1.0,7.0,13.0,7.0073300000000005,9.63583,14.0,11.0,8.0,9.0,15.0,10.0,13.0,15.0,14.0,6.0,12.0,10.0,13.0,11.0,16.0,15.0,11.0,14.0,5.0,4.0,5.0,8.0,9.0,9.0,3.0,8.0,6.0,14.0,9.16501,5.0,9.0,
2021-01-02 21:00:00,4.74958,5.0,5.0,12.2508,8.0,3.3901,7.0,14.0,8.9845,12.9642,10.0,11.0,5.0,11.0,11.0,12.0,14.0,15.0,14.0,7.0,11.0,14.0,20.0,15.0,11.0,7.0,10.0,17.0,5.0,3.0,4.0,5.0,7.0,8.0,7.0,8.0,4.0,11.0,6.24267,3.0,10.0,
2021-01-02 22:00:00,8.54791,4.0,10.0,14.8492,8.0,5.9153400000000005,6.0,10.0,7.7395,11.2917,10.0,15.0,8.0,9.0,9.0,12.0,13.0,16.0,13.0,8.0,10.0,13.0,11.0,11.0,10.0,9.0,9.0,8.0,2.0,2.0,2.0,4.0,6.0,5.0,3.0,7.0,1.0,8.0,2.84242,2.0,12.0,
2021-01-02 23:00:00,2.46225,3.0,8.0,13.7283,5.0,6.7695,9.0,11.0,6.41558,10.0975,15.0,10.0,8.0,7.0,6.0,8.0,13.0,14.0,10.0,5.0,13.0,9.0,11.0,10.0,9.0,8.0,9.0,7.0,1.0,1.0,1.0,3.0,5.0,7.0,1.0,5.0,3.0,7.0,1.0,1.0,15.0,
2021-01-03 00:00:00,,2.0,5.0,13.1342,4.0,1.13118,7.0,12.0,9.05675,9.59334,6.0,10.0,8.0,7.0,6.0,13.0,12.0,14.0,7.0,5.0,16.0,8.0,16.0,11.0,9.0,6.0,12.0,5.0,1.0,1.0,1.0,5.0,8.0,6.0,1.0,3.0,1.0,6.0,1.0,1.0,8.0,
2021-01-03 01:00:00,3.52436,2.0,3.0,11.6208,8.0,,6.0,10.0,8.61484,8.7175,13.0,10.0,9.0,7.0,12.0,11.0,13.0,15.0,6.0,8.0,14.0,5.0,15.0,13.0,7.0,8.0,13.0,3.0,1.0,1.0,4.0,7.0,5.0,3.0,1.0,3.0,1.0,6.0,1.0,3.0,10.0,
2021-01-03 02:00:00,14.9145,4.0,1.0,10.5325,11.0,5.6756400000000005,5.0,8.0,9.61983,9.10075,13.0,8.0,8.0,11.0,9.0,9.0,10.0,22.0,8.0,10.0,12.0,8.0,15.0,12.0,10.0,9.0,10.0,6.0,2.0,1.0,5.0,5.0,3.0,5.0,1.0,2.0,3.0,6.0,1.0,3.0,6.0,
2021-01-03 03:00:00,10.1693,7.0,6.0,8.78999,11.0,8.598419999999999,5.0,10.0,8.09125,7.92167,12.0,13.0,8.0,10.0,8.0,9.0,11.0,13.0,8.0,19.0,11.0,7.0,20.0,10.0,7.0,8.0,8.0,7.0,3.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,2.0,8.0,1.0,3.0,7.0,
2021-01-03 04:00:00,5.92858,6.0,5.0,8.172089999999999,8.0,11.6623,6.0,12.0,8.57184,8.15558,13.0,9.0,8.0,13.0,11.0,10.0,13.0,15.0,7.0,9.0,16.0,9.0,15.0,10.0,7.0,9.0,9.0,3.0,4.0,2.0,2.0,2.0,9.0,5.0,2.0,1.0,1.0,8.0,1.0,4.0,7.0,
2021-01-03 05:00:00,8.798169999999997,5.0,5.0,8.98,10.0,10.7888,8.0,13.0,5.66975,,8.0,9.0,6.0,13.0,11.0,9.0,18.0,19.0,11.0,9.0,12.0,9.0,15.0,13.0,7.0,11.0,10.0,3.0,2.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0,8.0,1.0,3.0,8.0,
2021-01-03 06:00:00,15.4533,4.0,6.0,10.3425,11.0,11.3656,10.0,11.0,4.9688300000000005,,12.0,8.0,8.0,15.0,10.0,10.0,17.0,12.0,14.0,10.0,12.0,15.0,13.0,12.0,9.0,7.0,8.0,1.0,4.0,3.0,1.0,4.0,4.0,8.0,5.0,6.0,1.0,7.0,1.0,3.0,11.0,
2021-01-03 07:00:00,17.765,4.0,10.0,12.5817,11.0,10.6116,7.0,11.0,5.7765,,15.0,17.0,15.0,17.0,16.0,14.0,17.0,9.0,13.0,12.0,14.0,11.0,18.0,17.0,8.0,5.0,8.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,3.0,5.0,1.0,10.0,2.4905,2.0,8.0,
2021-01-03 08:00:00,11.1442,7.0,7.0,14.0,12.0,1.361,7.0,12.0,11.6382,,13.0,19.0,16.0,17.0,13.0,14.0,18.0,15.0,20.0,11.0,13.0,15.0,18.0,11.0,7.0,4.0,7.0,1.0,1.0,6.0,4.0,2.0,3.0,7.0,2.0,3.0,1.0,12.0,4.86875,2.0,6.0,
2021-01-03 09:00:00,9.08525,7.0,7.0,14.4133,11.0,1.0,8.0,12.0,15.2625,,13.0,11.0,17.0,17.0,13.0,14.0,19.0,21.0,16.0,12.0,13.0,14.0,21.0,12.0,6.0,5.0,4.0,6.0,6.0,6.0,7.0,1.0,3.0,6.0,2.0,4.0,1.0,12.0,4.61417,4.0,4.0,
2021-01-03 10:00:00,16.4333,3.0,6.0,13.5567,10.0,16.0667,13.0,11.0,16.0667,,17.0,11.0,15.0,16.0,17.0,10.0,12.0,18.0,15.0,12.0,12.0,11.0,10.0,13.0,9.0,7.0,4.0,3.0,4.0,3.0,6.0,2.0,1.0,6.0,3.0,4.0,3.0,8.0,2.2815,4.0,7.0,
2021-01-03 11:00:00,6.5906699999999985,5.0,4.0,9.13542,10.0,2.29508,11.0,12.0,19.3433,,16.0,10.0,14.0,14.0,12.0,10.0,15.0,17.0,14.0,8.0,10.0,9.0,10.0,11.0,9.0,5.0,7.0,2.0,3.0,1.0,3.0,1.0,1.0,7.0,8.0,4.0,4.0,6.0,1.0,6.0,5.0,
2021-01-03 12:00:00,3.31742,11.0,5.0,6.4825,10.0,4.65567,9.0,13.0,20.3183,,17.0,15.0,13.0,14.0,9.0,12.0,15.0,19.0,12.0,7.0,16.0,9.0,5.0,8.0,8.0,5.0,6.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,7.0,4.0,5.0,10.0,1.00758,5.0,3.0,
2021-01-03 13:00:00,5.77608,8.0,7.0,5.22334,10.0,12.7043,8.0,16.0,16.6558,,17.0,16.0,14.0,10.0,12.0,10.0,17.0,17.0,10.0,9.0,13.0,13.0,5.0,8.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,1.0,9.0,7.0,4.0,1.0,7.0,2.064,4.0,2.0,
2021-01-03 14:00:00,1.07875,8.0,9.0,4.75066,7.0,7.6055,12.0,14.0,13.1208,,9.0,7.0,16.0,10.0,13.0,14.0,11.0,20.0,7.0,11.0,13.0,10.0,15.0,5.0,5.0,1.0,6.0,6.0,4.0,9.0,2.0,4.0,5.0,7.0,6.0,2.0,1.0,8.0,4.88525,3.0,5.0,
2021-01-03 15:00:00,3.64983,6.0,10.0,5.77075,6.0,9.25859,8.0,13.0,16.3692,,12.0,5.0,10.0,11.0,11.0,11.0,12.0,14.0,5.0,12.0,10.0,7.0,9.0,5.0,6.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,6.0,4.0,8.0,1.0,1.0,8.0,5.1753300000000015,7.0,5.0,
2021-01-03 16:00:00,7.600589999999999,8.0,7.0,5.19742,9.0,18.4533,10.0,9.0,20.52,,11.0,4.0,7.0,8.0,9.0,9.0,13.0,16.0,6.0,8.0,10.0,6.0,7.0,5.0,6.0,3.0,4.0,1.0,6.0,7.0,4.0,4.0,5.0,2.0,6.0,3.0,1.0,7.0,6.85925,4.0,4.0,
2021-01-03 17:00:00,10.3604,14.0,5.0,3.7035,9.0,17.1253,8.0,15.0,17.6758,,14.0,13.0,7.0,8.0,12.0,10.0,17.0,14.0,48.0,17.0,9.0,5.0,7.0,4.0,5.0,1.0,2.0,1.0,6.0,7.0,3.0,4.0,5.0,7.0,5.0,2.0,5.0,8.0,9.74001,6.0,4.0,
2021-01-03 18:00:00,3.03322,9.0,3.0,5.84666,9.0,7.12183,8.0,12.0,16.7458,,13.0,11.0,13.0,11.0,10.0,7.0,16.0,18.0,46.0,9.0,10.0,5.0,1.0,6.0,5.0,3.0,2.0,4.0,6.0,8.0,8.0,7.0,5.0,9.0,6.0,1.0,5.0,11.0,10.7572,7.0,10.0,
2021-01-03 19:00:00,8.22884,5.0,2.0,7.75467,10.0,2.49392,7.0,10.0,11.5598,,10.0,10.0,8.0,7.0,9.0,7.0,14.0,15.0,31.0,8.0,7.0,5.0,2.0,10.0,7.0,2.0,3.0,4.0,11.0,11.0,14.0,10.0,11.0,8.0,10.0,2.0,4.0,13.0,4.92925,6.0,6.0,
2021-01-03 20:00:00,1.6299,9.0,2.0,11.3717,8.0,1.0,7.0,8.0,1.0,,10.0,12.0,9.0,12.0,11.0,9.0,17.0,18.0,27.0,9.0,8.0,2.0,1.0,8.0,7.0,4.0,5.0,6.0,7.0,8.0,13.0,7.0,15.0,8.0,7.0,4.0,6.0,15.0,4.8083300000000015,7.0,15.0,
2021-01-03 21:00:00,4.51649,11.0,4.0,13.9608,5.0,1.0,5.0,11.0,4.9348,,15.0,12.0,7.0,10.0,13.0,9.0,12.0,15.0,20.0,21.0,15.0,5.0,16.0,7.0,7.0,10.0,10.0,10.0,7.0,5.0,15.0,9.0,12.0,8.0,5.0,4.0,9.0,14.0,3.42175,8.0,5.0,
2021-01-03 22:00:00,4.30109,7.0,6.0,14.2667,5.0,6.01646,7.0,11.0,13.9967,,10.0,13.0,9.0,10.0,13.0,9.0,14.0,16.0,22.0,12.0,13.0,6.0,16.0,11.0,8.0,12.0,7.0,8.0,5.0,10.0,13.0,8.0,7.0,9.0,7.0,4.0,11.0,17.0,1.05083,10.0,5.0,
2021-01-03 23:00:00,9.17375,4.0,6.0,14.2467,6.0,6.79475,5.0,12.0,15.0785,,10.0,9.0,11.0,11.0,10.0,14.0,15.0,10.0,12.0,10.0,7.0,13.0,12.0,10.0,6.0,11.0,7.0,9.0,8.0,10.0,8.0,7.0,6.0,8.0,6.0,4.0,6.0,12.0,1.0,9.0,4.0,
2021-01-04 00:00:00,3.26667,4.0,5.0,11.8783,7.0,12.5138,6.0,10.0,6.96225,,8.0,10.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,7.0,8.0,9.0,9.0,11.0,10.0,9.0,7.0,10.0,8.0,5.0,9.0,6.0,5.0,6.0,4.0,3.0,22.0,12.0,1.0,7.0,4.0,
2021-01-04 01:00:00,4.5754199999999985,10.0,6.0,8.99167,6.0,11.2421,7.0,11.0,6.6451699999999985,,9.0,10.0,7.0,12.0,10.0,14.0,11.0,16.0,10.0,5.0,5.0,7.0,10.0,11.0,11.0,5.0,6.0,8.0,6.0,6.0,9.0,5.0,5.0,4.0,2.0,2.0,28.0,16.0,1.0,8.0,2.0,
2021-01-04 02:00:00,4.45284,11.0,8.0,8.22684,8.0,4.465,5.0,15.0,4.17758,,13.0,9.0,7.0,13.0,9.0,10.0,12.0,16.0,11.0,5.0,4.0,7.0,10.0,12.0,14.0,7.0,9.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,2.0,2.0,7.0,13.0,1.0,5.0,3.0,
2021-01-04 03:00:00,14.6717,8.0,5.0,6.6890899999999975,8.0,8.337589999999999,4.0,12.0,13.6625,,16.0,9.0,9.0,12.0,15.0,16.0,16.0,19.0,12.0,4.0,4.0,5.0,12.0,14.0,11.0,8.0,11.0,6.0,5.0,3.0,3.0,3.0,7.0,6.0,2.0,3.0,9.0,9.0,1.0,3.0,2.0,
2021-01-04 04:00:00,4.56883,5.0,4.0,6.55417,4.0,8.683580000000001,7.0,13.0,11.799,,11.0,8.0,8.0,9.0,11.0,21.0,14.0,14.0,12.0,5.0,7.0,4.0,20.0,14.0,11.0,6.0,9.0,2.0,7.0,2.0,9.0,5.0,7.0,4.0,2.0,3.0,15.0,7.0,1.01567,3.0,3.0,
2021-01-04 05:00:00,11.1854,10.0,4.0,7.21767,6.0,9.43059,11.0,18.0,8.051160000000001,,15.0,11.0,12.0,15.0,10.0,24.0,12.0,21.0,13.0,10.0,16.0,8.0,13.0,10.0,7.0,4.0,8.0,1.0,7.0,2.0,7.0,4.0,3.0,4.0,1.0,2.0,10.0,9.0,1.7533299999999998,3.0,6.0,
2021-01-04 06:00:00,12.2168,9.0,3.0,7.37425,8.0,10.5313,9.0,17.0,8.85143,,25.0,19.0,10.0,22.0,17.0,20.0,24.0,29.0,17.0,10.0,10.0,9.0,13.0,8.0,8.0,2.0,9.0,1.0,5.0,4.0,7.0,4.0,9.0,3.0,6.0,1.0,9.0,13.0,1.43542,5.0,5.0,
2021-01-04 07:00:00,11.3629,8.0,12.0,6.89167,9.0,9.46909,9.0,14.0,3.95075,,23.0,17.0,9.0,17.0,13.0,23.0,15.0,25.0,20.0,9.0,9.0,10.0,13.0,8.0,9.0,3.0,8.0,1.0,5.0,8.0,4.0,6.0,8.0,5.0,4.0,1.0,5.0,13.0,2.87859,5.0,3.0,
2021-01-04 08:00:00,14.09,6.0,8.0,7.56625,9.0,6.88042,9.0,20.0,7.29166,,26.0,20.0,15.0,17.0,14.0,19.0,17.0,16.0,13.0,13.0,8.0,9.0,14.0,9.0,11.0,5.0,10.0,2.0,5.0,7.0,4.0,5.0,5.0,8.0,2.0,1.0,4.0,11.0,4.79517,4.0,4.0,
2021-01-04 09:00:00,7.15608,13.0,4.0,8.04916,9.0,9.36292,8.0,23.0,24.5467,3.23264,24.0,15.0,13.0,12.0,14.0,22.0,11.0,23.0,17.0,13.0,11.0,11.0,11.0,10.0,12.0,9.0,11.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,6.0,6.47334,5.0,2.0,
2021-01-04 10:00:00,5.782,9.0,11.0,8.03616,11.0,7.51317,6.0,25.0,22.84,29.7809,15.0,13.0,10.0,10.0,9.0,24.0,13.0,21.0,11.0,17.0,15.0,9.0,13.0,10.0,12.0,11.0,9.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,6.0,4.0,3.0,6.0,7.82667,6.0,4.0,
2021-01-04 11:00:00,4.80737,10.0,8.0,6.64217,11.0,10.5966,7.0,21.0,25.3992,45.1758,15.0,12.0,10.0,10.0,8.0,10.0,11.0,12.0,7.0,11.0,5.0,8.0,13.0,13.0,10.0,12.0,10.0,12.0,3.0,5.0,8.0,,9.0,5.0,9.0,8.0,1.0,4.0,9.40334,5.0,3.0,
2021-01-04 12:00:00,11.1308,8.0,5.0,4.83134,8.0,3.4695,6.0,23.0,33.4425,48.4783,12.0,9.0,13.0,10.0,8.0,14.0,11.0,11.0,10.0,9.0,6.0,4.0,11.0,8.0,12.0,11.0,10.0,10.0,5.0,3.0,5.0,2.0,7.0,9.0,6.0,5.0,5.0,7.0,9.41641,5.0,1.0,
2021-01-04 13:00:00,7.1581600000000005,6.0,4.0,2.10075,4.0,7.93067,5.0,19.0,26.8233,47.1808,11.0,9.0,13.0,7.0,9.0,15.0,10.0,10.0,6.0,9.0,8.0,8.0,18.0,6.0,15.0,9.0,8.0,10.0,3.0,1.0,2.0,9.0,6.0,5.0,4.0,1.0,5.0,7.0,7.46975,4.0,1.0,
2021-01-04 14:00:00,7.12891,6.0,4.0,1.22725,6.0,10.277,5.0,23.0,23.7233,44.27,7.0,7.0,9.0,6.0,6.0,12.0,10.0,9.0,3.0,7.0,9.0,10.0,18.0,10.0,9.0,8.0,9.0,11.0,2.0,5.0,1.0,9.0,5.0,3.0,4.0,1.0,2.0,7.0,7.99325,3.0,4.0,
2021-01-04 15:00:00,9.42464,8.0,6.0,1.24475,8.0,8.42258,7.0,20.0,23.3683,34.5592,8.0,5.0,9.0,7.0,6.0,15.0,10.0,11.0,21.0,5.0,6.0,7.0,3.0,8.0,7.0,7.0,7.0,5.0,3.0,7.0,4.0,7.0,4.0,4.0,5.0,1.0,1.0,5.0,4.941,2.0,2.0,
