Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O'Higgins,Maule,Ñuble,Biobío,Araucania,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-06-07,0,37,15,13,8,27,471,16,24,1,18,9,2,4,0,0,645
2020-06-08,7,9,11,9,13,40,325,8,16,4,5,7,4,0,1,0,459
2020-06-09,1,10,23,2,9,19,201,5,21,10,6,7,3,9,0,0,326
2020-06-10,0,21,14,3,3,25,385,8,28,8,14,1,0,1,0,0,511
2020-06-11,2,13,15,2,14,35,350,12,15,5,22,13,1,3,0,5,507
2020-06-12,5,36,13,4,14,22,385,5,15,3,15,9,3,7,0,1,537
2020-06-13,14,29,12,7,8,24,349,10,35,2,17,15,3,6,0,9,540
2020-06-14,2,22,17,1,9,18,383,23,32,2,21,4,8,9,0,19,570
2020-06-15,0,23,26,13,24,24,286,8,10,5,21,5,14,3,0,21,483
2020-06-16,2,11,4,4,9,11,399,14,18,3,11,8,1,1,0,19,515
2020-06-17,6,9,19,15,13,25,282,13,16,7,22,1,4,5,0,0,437
2020-06-18,1,13,27,7,20,16,207,14,32,10,22,9,3,2,0,0,383
2020-06-19,4,14,33,12,9,21,367,12,37,41,29,9,2,4,0,5,599
2020-06-20,1,19,45,4,11,21,225,28,12,8,25,8,2,3,0,6,418
2020-06-21,3,20,21,4,15,17,288,88,62,7,33,11,3,13,0,9,594
2020-06-22,3,16,24,7,6,21,218,25,14,0,44,7,4,3,0,7,399
2020-06-23,0,18,27,15,4,12,178,18,27,0,27,2,0,3,0,5,336
2020-06-24,6,11,31,6,5,18,141,10,16,4,15,1,0,0,0,0,264
2020-06-25,9,11,41,21,29,14,202,9,23,2,45,3,0,4,0,10,423
2020-06-26,0,19,24,7,6,13,217,28,22,7,50,4,5,3,1,7,413
2020-06-27,2,15,20,13,4,20,239,22,25,12,23,6,0,7,1,17,426
2020-06-28,9,16,27,4,5,23,193,31,14,9,40,9,4,7,5,6,402
2020-06-29,5.0,15.0,38.0,17.0,17.0,16.0,226.0,25.0,24.0,1.0,27.0,10.0,3.0,8.0,0.0,0.0,432.0
2020-06-30,4.0,18.0,13.0,18.0,5.0,13.0,203.0,18.0,17.0,1.0,14.0,5.0,4.0,3.0,0.0,2.0,338.0
2020-07-01,4,14,27,20,7,16,142,16,20,1,27,0,2,2,0,2,300
2020-07-02,1,17,31,3,0,8,98,33,14,2,13,1,1,6,0,2,230
2020-07-03,0,21,33,12,3,10,152,31,12,8,23,9,0,4,0,4,322
2020-07-04,7,11,33,14,5,17,187,36,15,6,22,6,1,10,0,1,371
2020-07-05,1,30,54,16,15,26,194,23,10,6,41,4,1,12,2,3,438
2020-07-06,10,34,33,15,19,12,157,33,15,8,38,20,2,3,0,5,404
2020-07-07,3,25,47,3,4,10,113,25,11,6,13,5,1,0,0,0,266
2020-07-08,1,27,21,9,7,19,119,6,9,13,16,2,2,12,1,1,265
2020-07-09,12,31,34,17,13,15,191,33,10,27,31,1,7,1,0,9,432
2020-07-10,5,21,35,13,36,30,185,77,12,5,25,10,0,2,0,4,460
2020-07-11,15,20,40,15,14,27,187,14,9,14,33,1,1,10,0,5,405
2020-07-12,1,12,27,10,10,20,207,41,10,14,19,6,0,8,0,4,389
2020-07-13,1,14,55,22,16,35,208,17,33,3,31,2,0,11,1,2,451
2020-07-14,5,2,20,13,1,11,116,34,13,1,11,1,3,10,0,3,244
2020-07-15,6,6,15,8,4,14,80,5,4,6,16,12,1,4,0,5,186
2020-07-16,3,7,35,9,11,27,176,14,21,12,30,4,8,10,0,0,367
2020-07-17,1,21,35,1,39,34,297,20,37,9,20,10,3,12,5,1,545
2020-07-18,3,14,40,14,16,12,174,12,16,36,26,6,0,1,0,3,373
2020-07-19,6,10,34,5,24,27,158,20,16,7,23,6,1,20,0,2,359
2020-07-20,9,38,16,20,7,28,163,13,9,9,17,4,5,2,0,0,340
2020-07-21,8,5,10,16,5,10,127,9,17,2,6,3,1,10,0,1,230
2020-07-22,10,4,32,3,8,25,118,14,2,1,8,2,0,7,0,4,238
2020-07-23,21,9,29,13,6,19,196,23,14,10,11,5,1,18,0,4,379
2020-07-24,9,13,40,14,16,13,170,21,13,3,20,16,1,23,0,1,373
2020-07-25,7,17,35,29,12,44,150,11,24,4,38,4,4,20,0,0,399
2020-07-26,23,20,20,55,17,14,150,19,15,1,32,3,3,72,0,5,449
2020-07-27,27,17,46,1,17,21,225,9,25,10,26,17,4,39,2,1,487
2020-07-28,6,94,33,10,24,13,215,5,7,1,16,8,4,12,0,14,462
2020-07-29,22,9,26,22,20,4,146,11,19,11,22,11,1,20,1,1,346
2020-07-30,16,23,28,40,10,13,125,18,23,5,28,5,2,27,0,25,388
2020-07-31,9,16,32,43,30,26,197,11,17,5,25,11,4,22,0,2,450
2020-08-01,21,21,22,37,33,24,181,8,7,6,20,5,0,47,0,8,440
2020-08-02,4,9,34,33,23,22,192,28,23,7,27,10,2,50,2,7,473
2020-08-03,11,32,60,60,16,21,231,17,14,3,23,13,3,17,0,6,527
2020-08-04,13,10,28,16,11,8,159,13,15,3,7,6,2,47,0,12,350
2020-08-05,9,10,68,35,17,5,265,20,4,2,12,7,0,19,0,9,482
2020-08-06,13,7,38,10,18,10,174,19,23,0,21,15,0,33,0,22,403
2020-08-07,20,12,22,29,21,21,245,51,32,4,65,10,1,34,1,2,570
2020-08-08,23,4,37,48,10,61,209,69,27,13,54,6,7,19,0,17,604
2020-08-09,29,26,21,5,26,18,224,21,27,6,58,7,0,21,6,7,502
2020-08-10,33,18,38,108,31,13,223,18,23,5,29,15,5,19,1,26,605
2020-08-11,12,35,26,54,16,13,129,41,17,5,42,3,5,11,0,15,424
2020-08-12,13,22,21,33,17,27,151,37,24,19,8,8,4,30,0,7,421
2020-08-13,15,12,26,30,22,30,166,22,24,6,41,9,5,14,0,3,425
2020-08-14,16,28,34,48,20,31,262,22,38,10,50,10,1,28,0,18,616
2020-08-15,22,19,23,52,34,32,223,19,31,0,26,17,1,28,0,25,552
2020-08-16,23,23,33,64,36,54,249,21,42,1,34,7,1,32,2,12,634
2020-08-17,24,29,30,51,15,28,198,8,15,7,43,8,1,16,0,7,480
2020-08-18,9,28,20,62,36,23,147,19,21,3,23,10,0,22,0,20,443
2020-08-19,4,5,22,26,20,45,112,8,20,5,20,10,0,14,0,5,316
2020-08-20,18,12,20,22,27,22,182,15,38,7,39,9,0,23,1,18,453
2020-08-21,27,25,40,23,14,48,181,18,19,2,49,15,2,21,0,12,496
2020-08-22,27,18,25,51,56,27,248,9,26,11,41,6,5,24,0,26,600
2020-08-23,16,24,26,25,52,36,163,17,43,9,50,5,8,36,0,44,554
2020-08-24,16,15,45,50,35,43,186,46,16,11,48,2,3,18,0,46,580
2020-08-25,11,21,28,52,27,27,183,17,24,8,16,11,0,11,2,35,473
2020-08-26,4,9,33,8,20,31,101,20,22,11,34,3,1,13,2,4,316
2020-08-27,14,18,31,15,15,22,140,22,22,6,64,3,2,12,0,64,450
2020-08-28,16,11,35,35,38,55,172,29,37,14,34,18,1,30,1,17,543
2020-08-29,27,21,27,28,13,73,206,30,43,20,87,14,1,21,5,29,645
2020-08-30,35,11,28,24,21,62,251,17,34,12,42,7,2,43,0,27,616
2020-08-31,27,8,26,19,35,46,190,19,26,10,38,12,8,12,0,31,507
2020-09-01,16,21,20,32,13,55,143,17,21,5,28,10,2,24,0,29,436
2020-09-02,5,9,19,26,27,57,137,17,14,11,17,7,1,42,0,29,418
2020-09-03,24,11,32,3,32,35,115,17,34,12,40,11,4,12,0,22,404
2020-09-04,23,10,37,15,24,46,203,22,54,16,48,20,2,24,0,21,565
2020-09-05,20,21,35,14,22,59,159,29,19,10,43,21,5,27,6,48,538
2020-09-06,31,16,41,30,22,41,185,22,34,37,58,18,4,50,3,39,631
2020-09-07,26,15,30,11,22,22,166,30,81,5,40,4,8,13,0,72,545
2020-09-08,18,21,18,32,16,28,131,42,29,4,21,5,3,15,0,14,397
2020-09-09,5,14,8,29,23,26,170,8,36,3,24,26,3,24,0,3,402
2020-09-10,15,9,40,14,13,31,159,9,66,5,41,18,8,14,4,6,452
2020-09-11,10,16,20,19,23,52,125,33,80,17,34,20,12,37,0,11,509
2020-09-12,13,15,30,12,36,48,179,45,50,35,57,19,22,27,1,78,667
2020-09-13,22,29,18,19,35,36,130,36,64,30,50,17,20,24,4,58,592
2020-09-14,18,10,36,24,34,47,161,21,44,30,38,14,19,29,6,30,561
2020-09-15,20,15,16,37,36,35,114,26,36,25,34,38,8,30,5,4,479
2020-09-16,24,3,7,11,11,18,108,15,62,10,12,28,3,14,2,25,353
2020-09-17,11,14,17,21,24,22,155,32,66,13,45,29,11,34,5,41,540
2020-09-18,20,16,17,11,26,38,113,32,69,19,57,28,10,27,10,17,510
2020-09-19,23,4,17,47,22,28,137,40,58,22,45,34,2,62,11,24,576
2020-09-20,18,8,11,21,10,30,156,30,36,34,22,20,8,30,9,42,485
2020-09-21,4,7,15,34,13,13,33,21,29,8,23,35,16,9,4,73,337
2020-09-22,13,4,12,2,4,2,24,6,53,3,21,27,6,19,8,15,219
2020-09-23,12,4,9,37,1,15,76,9,32,4,30,33,15,18,7,23,325
2020-09-24,14,11,19,3,16,23,74,31,42,12,56,12,25,28,3,26,395
2020-09-25,32,11,29,29,12,37,101,48,75,10,80,57,22,55,13,83,694
2020-09-26,24,9,25,13,13,34,124,27,62,26,65,44,26,43,3,56,594
2020-09-27,50,16,39,34,38,37,135,24,45,22,48,40,18,47,4,19,616
2020-09-28,33,11,22,36,30,39,126,25,49,20,34,21,21,69,1,64,601
2020-09-29,24,14,9,11,7,19,137,34,37,22,18,15,27,69,57,52,552
2020-09-30,22,13,31,17,14,18,114,10,47,8,14,53,21,22,24,21,449
2020-10-01,33,12,16,18,7,25,103,22,75,9,63,38,17,45,11,17,511
2020-10-02,32,8,31,9,15,29,136,23,69,15,45,30,35,75,6,27,585
2020-10-03,22,9,31,18,14,38,82,32,43,12,37,63,27,93,10,74,605
2020-10-04,24,6,25,11,6,54,111,15,83,12,53,45,21,67,11,86,630
2020-10-05,17,7,37,13,19,20,108,27,49,9,21,41,13,80,1,19,481
2020-10-06,25,15,7,24,10,18,98,17,25,8,28,40,36,79,0,70,500
2020-10-07,16,10,8,21,7,31,75,4,8,5,13,35,9,45,2,20,309
2020-10-08,17,6,20,19,7,13,70,18,46,9,35,74,20,44,0,42,440
2020-10-09,21,7,16,6,9,20,111,14,46,9,40,53,22,59,13,46,492
2020-10-10,16,7,25,25,4,40,79,34,40,12,56,51,13,73,2,104,581
2020-10-11,25,3,28,11,4,32,119,35,43,9,54,40,21,84,6,48,562
2020-10-12,35,13,30,25,11,15,88,16,56,9,58,53,28,52,3,33,525
2020-10-13,9,3,13,8,10,19,79,17,21,13,39,56,25,109,5,36,462
2020-10-14,17,2,12,13,5,12,50,5,8,3,36,37,6,32,5,13,256
2020-10-15,18,2,7,2,3,20,39,9,9,1,22,22,3,38,3,12,210
2020-10-16,29,12,15,2,5,20,94,10,40,5,72,46,38,95,9,18,510
2020-10-17,14,13,30,22,8,31,112,28,66,7,62,28,44,100,14,21,600
2020-10-18,23,6,19,8,6,26,114,29,46,9,73,85,25,98,2,22,591
2020-10-19,12,8,18,16,6,26,109,26,36,16,28,33,23,79,5,35,476
2020-10-20,11,14,9,2,8,16,86,19,22,6,18,29,19,60,7,19,345
2020-10-21,10,12,11,8,2,20,53,12,3,2,22,56,6,70,14,10,311
2020-10-22,24,6,11,5,2,36,87,19,27,7,52,24,21,79,3,25,428
2020-10-23,25,15,9,11,2,15,101,19,25,24,57,113,26,108,15,19,584
2020-10-24,22,12,21,7,7,32,91,20,26,9,31,60,35,80,16,22,491
2020-10-25,12,17,21,11,6,20,98,14,27,8,34,61,28,111,2,21,491
2020-10-26,20,17,11,12,1,24,90,12,40,5,42,62,31,73,2,30,472
2020-10-27,14,13,8,9,0,26,47,4,5,7,17,51,35,62,0,2,300
2020-10-28,10,24,5,6,3,11,51,4,7,7,10,43,14,28,1,10,234
2020-10-29,23,13,29,7,3,16,69,10,28,13,42,46,11,87,7,21,425
2020-10-30,23,16,16,15,5,22,77,15,61,12,50,62,41,90,7,23,535
2020-10-31,19,36,4,13,3,29,133,12,42,29,46,52,39,91,4,27,579
2020-11-01,18,8,19,3,1,37,82,24,33,17,48,79,35,105,7,32,548
2020-11-02,9,16,18,2,1,22,96,12,18,2,57,53,31,120,7,13,477
2020-11-03,9,1,4,6,2,23,57,8,10,13,23,38,34,54,0,26,308
2020-11-04,7,9,3,2,6,9,36,2,5,2,10,26,28,37,3,15,200
2020-11-05,14,15,5,1,2,20,88,9,33,6,48,59,34,76,2,46,458
2020-11-06,18,42,18,3,3,23,125,17,28,9,58,70,44,125,5,17,605
2020-11-07,14,21,16,0,6,28,90,14,51,12,46,39,46,112,4,20,519
2020-11-08,16,29,6,3,2,20,117,17,29,16,49,62,38,81,1,28,514
2020-11-09,17,29,20,1,5,12,90,22,33,16,27,37,43,86,1,17,456
2020-11-10,11,33,10,4,2,15,47,17,10,5,22,45,43,87,0,20,371
2020-11-11,7,13,3,0,1,5,39,5,7,5,29,37,40,54,2,6,253
2020-11-12,12,34,16,1,2,20,75,6,28,10,71,45,58,75,2,13,468
2020-11-13,6,21,26,10,2,34,69,17,47,11,78,58,55,83,4,22,543
2020-11-14,12,11,23,2,4,22,104,21,37,8,49,61,50,85,3,44,536
2020-11-15,9,12,24,4,1,23,102,5,28,15,46,73,68,117,7,11,545
2020-11-16,11,3,5,4,3,11,70,23,20,23,57,39,43,110,1,24,447
2020-11-17,6,33,6,7,1,8,40,13,11,4,25,40,38,58,2,25,317
2020-11-18,3,5,2,2,0,9,45,7,18,3,23,28,26,62,3,6,242
2020-11-19,9,16,9,2,4,15,84,15,26,6,42,31,25,87,0,15,386
2020-11-20,18,22,13,6,5,26,91,10,25,10,28,43,67,78,1,36,479
2020-11-21,5,11,8,4,7,28,108,22,24,13,48,44,37,112,8,23,502
2020-11-22,11,14,10,24,2,29,87,11,35,25,46,47,52,98,1,30,522
2020-11-23,3,15,12,5,7,23,123,13,23,8,58,57,69,69,0,20,505
2020-11-24,4,3,5,9,5,11,62,17,7,11,25,23,40,34,0,31,287
2020-11-25,3,9,5,3,1,11,62,1,3,2,29,25,23,31,2,8,218
2020-11-26,9,37,13,2,5,24,69,7,32,16,53,48,36,80,1,37,469
2020-11-27,4,19,12,4,8,14,130,14,34,11,69,44,58,81,4,31,537
2020-11-28,7,24,9,4,8,63,145,12,18,25,44,68,46,82,1,19,575
2020-11-29,9,4,11,5,28,24,97,11,17,25,47,53,50,72,2,30,485
2020-11-30,5,13,16,4,9,14,97,12,22,10,56,39,29,50,4,30,410
2020-12-01,1,14,1,6,3,11,56,10,8,9,68,49,47,39,0,32,354
2020-12-02,2,2,3,1,0,17,76,12,21,0,18,38,25,26,2,2,245
2020-12-03,3,8,9,2,10,24,85,27,12,16,65,34,58,40,2,14,409
2020-12-04,6,27,13,6,3,30,145,22,23,18,57,57,35,83,2,25,552
2020-12-05,7,2,8,4,16,27,154,12,25,8,66,60,32,51,0,22,494
2020-12-06,8,22,17,3,4,42,141,22,29,17,95,33,39,67,1,43,583
2020-12-07,9,32,17,4,19,18,99,16,38,14,82,97,38,65,4,31,583
2020-12-08,1,10,14,5,9,19,110,14,45,5,41,35,24,40,2,32,406
2020-12-09,7,10,4,2,3,17,83,11,3,2,43,24,18,36,3,21,287
2020-12-10,11,20,10,2,10,19,122,11,31,20,81,18,52,100,1,9,517
2020-12-11,7,16,9,2,7,25,88,3,35,24,54,48,35,26,5,15,399
2020-12-12,19,2,15,0,3,32,105,11,33,9,93,44,33,66,0,26,491
2020-12-13,12,28,29,3,4,28,140,21,67,10,56,83,66,77,7,53,684
2020-12-14,15,24,33,2,34,28,146,13,37,15,99,38,53,65,0,45,647
2020-12-15,5,30,14,6,19,27,106,22,27,5,33,28,31,34,1,24,412
2020-12-16,0,25,8,3,10,29,86,6,29,5,38,25,20,30,2,14,330
2020-12-17,1,22,12,1,15,44,120,20,32,19,82,41,39,69,0,18,535
2020-12-18,19,10,38,4,13,57,214,23,67,19,126,72,71,56,2,18,809
2020-12-19,4,27,30,7,5,33,145,22,61,12,79,74,69,76,7,15,666
2020-12-20,19,28,19,9,19,31,208,10,73,22,93,57,24,97,4,27,740
2020-12-21,7,18,44,3,9,20,133,18,59,13,95,66,23,78,0,28,614
2020-12-22,3,39,29,12,9,37,102,13,61,13,47,56,36,75,1,43,576
2020-12-23,7,5,9,6,14,24,112,30,36,9,47,35,22,45,4,9,414
2020-12-24,16,36,22,5,13,43,158,13,146,18,74,65,40,75,6,11,741
2020-12-25,13,24,41,14,16,44,187,22,107,22,99,63,43,121,10,34,860
2020-12-26,11,34,31,3,8,25,187,37,110,45,94,68,58,115,10,28,864
2020-12-27,5,49,19,7,2,20,123,21,102,23,43,57,16,74,1,3,565
2020-12-28,7,9,13,2,6,18,81,13,95,77,29,36,14,51,18,20,489
2020-12-29,11,12,4,4,3,6,92,5,89,16,49,47,63,57,8,33,499
2020-12-30,10,17,11,1,8,22,111,10,25,5,61,23,27,18,11,3,363
2020-12-31,14,33,46,7,4,42,200,31,79,20,144,69,51,94,8,31,873
2021-01-01,32,62,55,5,14,71,265,52,128,20,116,56,71,150,5,30,1132
2021-01-02,23,54,91,10,12,69,282,39,58,13,103,72,90,213,16,20,1165
2021-01-03,10,48,29,11,9,38,150,5,188,21,76,39,40,67,4,18,753
2021-01-04,6,33,33,7,2,33,102,11,152,16,19,88,16,94,18,15,645
2021-01-05,9,24,26,3,8,13,110,22,52,18,44,50,40,58,5,37,519
2021-01-06,10,20,30,5,7,23,103,30,29,5,32,32,32,50,7,24,439
2021-01-07,19,57,61,8,15,61,183,55,70,22,97,46,72,150,5,23,944
2021-01-08,24,94,122,14,9,71,257,33,162,29,104,99,97,186,20,35,1356
2021-01-09,39,75,127,17,8,75,279,40,153,25,110,110,89,236,25,20,1428
