Region,Categoria,Fecha,Total
Aysén,Casos nuevos totales,2020-03-05,0.0
Magallanes,Casos nuevos totales,2020-03-05,0.0
Total,Casos nuevos totales,2020-03-05,1.0
Arica y Parinacota,Casos nuevos con sintomas,2020-03-05,0.0
Tarapacá,Casos nuevos con sintomas,2020-03-05,0.0
Antofagasta,Casos nuevos con sintomas,2020-03-05,0.0
Atacama,Casos nuevos con sintomas,2020-03-05,0.0
Coquimbo,Casos nuevos con sintomas,2020-03-05,0.0
Valparaíso,Casos nuevos con sintomas,2020-03-05,0.0
Metropolitana,Casos nuevos con sintomas,2020-03-05,1.0
O’Higgins,Casos nuevos con sintomas,2020-03-05,0.0
Maule,Casos nuevos con sintomas,2020-03-05,0.0
Ñuble,Casos nuevos con sintomas,2020-03-05,0.0
Biobío,Casos nuevos con sintomas,2020-03-05,0.0
Araucanía,Casos nuevos con sintomas,2020-03-05,0.0
Los Ríos,Casos nuevos con sintomas,2020-03-05,0.0
Los Lagos,Casos nuevos con sintomas,2020-03-05,0.0
Aysén,Casos nuevos con sintomas,2020-03-05,0.0
Magallanes,Casos nuevos con sintomas,2020-03-05,0.0
Total,Casos nuevos con sintomas,2020-03-05,1.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-03-05,
Tarapacá,Casos nuevos sin sintomas,2020-03-05,
Antofagasta,Casos nuevos sin sintomas,2020-03-05,
Atacama,Casos nuevos sin sintomas,2020-03-05,
Coquimbo,Casos nuevos sin sintomas,2020-03-05,
Valparaíso,Casos nuevos sin sintomas,2020-03-05,
Metropolitana,Casos nuevos sin sintomas,2020-03-05,
O'Higgins,Casos nuevos sin sintomas,2020-03-05,
Maule,Casos nuevos sin sintomas,2020-03-05,
Ñuble,Casos nuevos sin sintomas,2020-03-05,
Biobío,Casos nuevos sin sintomas,2020-03-05,
Araucania,Casos nuevos sin sintomas,2020-03-05,
Los Ríos,Casos nuevos sin sintomas,2020-03-05,
Los Lagos,Casos nuevos sin sintomas,2020-03-05,
Aysén,Casos nuevos sin sintomas,2020-03-05,
Magallanes,Casos nuevos sin sintomas,2020-03-05,
Total,Casos nuevos sin sintomas,2020-03-05,
Arica y Parinacota,Fallecidos totales,2020-03-05,
Tarapacá,Fallecidos totales,2020-03-05,
Antofagasta,Fallecidos totales,2020-03-05,
Atacama,Fallecidos totales,2020-03-05,
Coquimbo,Fallecidos totales,2020-03-05,
Valparaíso,Fallecidos totales,2020-03-05,
Metropolitana,Fallecidos totales,2020-03-05,
O’Higgins,Fallecidos totales,2020-03-05,
Maule,Fallecidos totales,2020-03-05,
Ñuble,Fallecidos totales,2020-03-05,
Biobío,Fallecidos totales,2020-03-05,
Araucanía,Fallecidos totales,2020-03-05,
Los Ríos,Fallecidos totales,2020-03-05,
Los Lagos,Fallecidos totales,2020-03-05,
Aysén,Fallecidos totales,2020-03-05,
Magallanes,Fallecidos totales,2020-03-05,
Total,Fallecidos totales,2020-03-05,
Arica y Parinacota,Casos acumulados,2020-03-06,0.0
Tarapacá,Casos acumulados,2020-03-06,0.0
Antofagasta,Casos acumulados,2020-03-06,0.0
Atacama,Casos acumulados,2020-03-06,0.0
Coquimbo,Casos acumulados,2020-03-06,0.0
Valparaíso,Casos acumulados,2020-03-06,0.0
Metropolitana,Casos acumulados,2020-03-06,3.0
O’Higgins,Casos acumulados,2020-03-06,0.0
Maule,Casos acumulados,2020-03-06,2.0
Ñuble,Casos acumulados,2020-03-06,0.0
Biobío,Casos acumulados,2020-03-06,0.0
Araucanía,Casos acumulados,2020-03-06,0.0
Los Ríos,Casos acumulados,2020-03-06,0.0
Los Lagos,Casos acumulados,2020-03-06,0.0
Aysén,Casos acumulados,2020-03-06,0.0
Magallanes,Casos acumulados,2020-03-06,0.0
Total,Casos acumulados,2020-03-06,5.0
Arica y Parinacota,Casos nuevos totales,2020-03-06,0.0
Tarapacá,Casos nuevos totales,2020-03-06,0.0
Antofagasta,Casos nuevos totales,2020-03-06,0.0
Atacama,Casos nuevos totales,2020-03-06,0.0
Coquimbo,Casos nuevos totales,2020-03-06,0.0
Valparaíso,Casos nuevos totales,2020-03-06,0.0
Metropolitana,Casos nuevos totales,2020-03-06,1.0
O’Higgins,Casos nuevos totales,2020-03-06,0.0
Maule,Casos nuevos totales,2020-03-06,0.0
Ñuble,Casos nuevos totales,2020-03-06,0.0
Biobío,Casos nuevos totales,2020-03-06,0.0
Araucanía,Casos nuevos totales,2020-03-06,0.0
Los Ríos,Casos nuevos totales,2020-03-06,0.0
Los Lagos,Casos nuevos totales,2020-03-06,0.0
Aysén,Casos nuevos totales,2020-03-06,0.0
Magallanes,Casos nuevos totales,2020-03-06,0.0
Total,Casos nuevos totales,2020-03-06,1.0
Arica y Parinacota,Casos nuevos con sintomas,2020-03-06,0.0
Tarapacá,Casos nuevos con sintomas,2020-03-06,0.0
Antofagasta,Casos nuevos con sintomas,2020-03-06,0.0
Atacama,Casos nuevos con sintomas,2020-03-06,0.0
Coquimbo,Casos nuevos con sintomas,2020-03-06,0.0
Valparaíso,Casos nuevos con sintomas,2020-03-06,0.0
Metropolitana,Casos nuevos con sintomas,2020-03-06,1.0
O’Higgins,Casos nuevos con sintomas,2020-03-06,0.0
Maule,Casos nuevos con sintomas,2020-03-06,0.0
Ñuble,Casos nuevos con sintomas,2020-03-06,0.0
Biobío,Casos nuevos con sintomas,2020-03-06,0.0
Araucanía,Casos nuevos con sintomas,2020-03-06,0.0
Los Ríos,Casos nuevos con sintomas,2020-03-06,0.0
Los Lagos,Casos nuevos con sintomas,2020-03-06,0.0
Aysén,Casos nuevos con sintomas,2020-03-06,0.0
Magallanes,Casos nuevos con sintomas,2020-03-06,0.0
Total,Casos nuevos con sintomas,2020-03-06,1.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-03-06,
Tarapacá,Casos nuevos sin sintomas,2020-03-06,
Antofagasta,Casos nuevos sin sintomas,2020-03-06,
Atacama,Casos nuevos sin sintomas,2020-03-06,
Coquimbo,Casos nuevos sin sintomas,2020-03-06,
Valparaíso,Casos nuevos sin sintomas,2020-03-06,
Metropolitana,Casos nuevos sin sintomas,2020-03-06,
O'Higgins,Casos nuevos sin sintomas,2020-03-06,
Maule,Casos nuevos sin sintomas,2020-03-06,
Ñuble,Casos nuevos sin sintomas,2020-03-06,
Biobío,Casos nuevos sin sintomas,2020-03-06,
Araucania,Casos nuevos sin sintomas,2020-03-06,
Los Ríos,Casos nuevos sin sintomas,2020-03-06,
Los Lagos,Casos nuevos sin sintomas,2020-03-06,
Aysén,Casos nuevos sin sintomas,2020-03-06,
Magallanes,Casos nuevos sin sintomas,2020-03-06,
Total,Casos nuevos sin sintomas,2020-03-06,
Arica y Parinacota,Fallecidos totales,2020-03-06,
Tarapacá,Fallecidos totales,2020-03-06,
Antofagasta,Fallecidos totales,2020-03-06,
Atacama,Fallecidos totales,2020-03-06,
Coquimbo,Fallecidos totales,2020-03-06,
Valparaíso,Fallecidos totales,2020-03-06,
Metropolitana,Fallecidos totales,2020-03-06,
O’Higgins,Fallecidos totales,2020-03-06,
Maule,Fallecidos totales,2020-03-06,
Ñuble,Fallecidos totales,2020-03-06,
Biobío,Fallecidos totales,2020-03-06,
Araucanía,Fallecidos totales,2020-03-06,
Los Ríos,Fallecidos totales,2020-03-06,
Los Lagos,Fallecidos totales,2020-03-06,
Aysén,Fallecidos totales,2020-03-06,
Magallanes,Fallecidos totales,2020-03-06,
Total,Fallecidos totales,2020-03-06,
Arica y Parinacota,Casos acumulados,2020-03-07,0.0
Tarapacá,Casos acumulados,2020-03-07,0.0
Antofagasta,Casos acumulados,2020-03-07,0.0
Atacama,Casos acumulados,2020-03-07,0.0
Coquimbo,Casos acumulados,2020-03-07,0.0
Valparaíso,Casos acumulados,2020-03-07,0.0
Metropolitana,Casos acumulados,2020-03-07,4.0
O’Higgins,Casos acumulados,2020-03-07,0.0
Maule,Casos acumulados,2020-03-07,2.0
Ñuble,Casos acumulados,2020-03-07,0.0
Biobío,Casos acumulados,2020-03-07,0.0
Araucanía,Casos acumulados,2020-03-07,0.0
Los Ríos,Casos acumulados,2020-03-07,0.0
Los Lagos,Casos acumulados,2020-03-07,1.0
Aysén,Casos acumulados,2020-03-07,0.0
Magallanes,Casos acumulados,2020-03-07,0.0
Total,Casos acumulados,2020-03-07,7.0
Arica y Parinacota,Casos nuevos totales,2020-03-07,0.0
Tarapacá,Casos nuevos totales,2020-03-07,0.0
Antofagasta,Casos nuevos totales,2020-03-07,0.0
Atacama,Casos nuevos totales,2020-03-07,0.0
Coquimbo,Casos nuevos totales,2020-03-07,0.0
Valparaíso,Casos nuevos totales,2020-03-07,0.0
Metropolitana,Casos nuevos totales,2020-03-07,1.0
O’Higgins,Casos nuevos totales,2020-03-07,0.0
Maule,Casos nuevos totales,2020-03-07,0.0
Ñuble,Casos nuevos totales,2020-03-07,0.0
Biobío,Casos nuevos totales,2020-03-07,0.0
Araucanía,Casos nuevos totales,2020-03-07,0.0
Los Ríos,Casos nuevos totales,2020-03-07,0.0
Los Lagos,Casos nuevos totales,2020-03-07,1.0
Aysén,Casos nuevos totales,2020-03-07,0.0
Magallanes,Casos nuevos totales,2020-03-07,0.0
Total,Casos nuevos totales,2020-03-07,2.0
Arica y Parinacota,Casos nuevos con sintomas,2020-03-07,0.0
Tarapacá,Casos nuevos con sintomas,2020-03-07,0.0
Antofagasta,Casos nuevos con sintomas,2020-03-07,0.0
Atacama,Casos nuevos con sintomas,2020-03-07,0.0
Coquimbo,Casos nuevos con sintomas,2020-03-07,0.0
Valparaíso,Casos nuevos con sintomas,2020-03-07,0.0
Metropolitana,Casos nuevos con sintomas,2020-03-07,1.0
O’Higgins,Casos nuevos con sintomas,2020-03-07,0.0
Maule,Casos nuevos con sintomas,2020-03-07,0.0
Ñuble,Casos nuevos con sintomas,2020-03-07,0.0
Biobío,Casos nuevos con sintomas,2020-03-07,0.0
Araucanía,Casos nuevos con sintomas,2020-03-07,0.0
Los Ríos,Casos nuevos con sintomas,2020-03-07,0.0
Los Lagos,Casos nuevos con sintomas,2020-03-07,1.0
Aysén,Casos nuevos con sintomas,2020-03-07,0.0
Magallanes,Casos nuevos con sintomas,2020-03-07,0.0
Total,Casos nuevos con sintomas,2020-03-07,2.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-03-07,
Tarapacá,Casos nuevos sin sintomas,2020-03-07,
Antofagasta,Casos nuevos sin sintomas,2020-03-07,
Atacama,Casos nuevos sin sintomas,2020-03-07,
Coquimbo,Casos nuevos sin sintomas,2020-03-07,
Valparaíso,Casos nuevos sin sintomas,2020-03-07,
Metropolitana,Casos nuevos sin sintomas,2020-03-07,
O'Higgins,Casos nuevos sin sintomas,2020-03-07,
Maule,Casos nuevos sin sintomas,2020-03-07,
Ñuble,Casos nuevos sin sintomas,2020-03-07,
Biobío,Casos nuevos sin sintomas,2020-03-07,
Araucania,Casos nuevos sin sintomas,2020-03-07,
Los Ríos,Casos nuevos sin sintomas,2020-03-07,
Los Lagos,Casos nuevos sin sintomas,2020-03-07,
Aysén,Casos nuevos sin sintomas,2020-03-07,
Magallanes,Casos nuevos sin sintomas,2020-03-07,
Total,Casos nuevos sin sintomas,2020-03-07,
Arica y Parinacota,Fallecidos totales,2020-03-07,
Tarapacá,Fallecidos totales,2020-03-07,
Antofagasta,Fallecidos totales,2020-03-07,
Atacama,Fallecidos totales,2020-03-07,
Coquimbo,Fallecidos totales,2020-03-07,
Valparaíso,Fallecidos totales,2020-03-07,
Metropolitana,Fallecidos totales,2020-03-07,
O’Higgins,Fallecidos totales,2020-03-07,
Maule,Fallecidos totales,2020-03-07,
Ñuble,Fallecidos totales,2020-03-07,
Biobío,Fallecidos totales,2020-03-07,
Araucanía,Fallecidos totales,2020-03-07,
Los Ríos,Fallecidos totales,2020-03-07,
Los Lagos,Fallecidos totales,2020-03-07,
Aysén,Fallecidos totales,2020-03-07,
Magallanes,Fallecidos totales,2020-03-07,
Total,Fallecidos totales,2020-03-07,
Arica y Parinacota,Casos acumulados,2020-03-08,0.0
Tarapacá,Casos acumulados,2020-03-08,0.0
Antofagasta,Casos acumulados,2020-03-08,0.0
Atacama,Casos acumulados,2020-03-08,0.0
Coquimbo,Casos acumulados,2020-03-08,0.0
Valparaíso,Casos acumulados,2020-03-08,0.0
Metropolitana,Casos acumulados,2020-03-08,6.0
O’Higgins,Casos acumulados,2020-03-08,0.0
Maule,Casos acumulados,2020-03-08,3.0
Ñuble,Casos acumulados,2020-03-08,0.0
Biobío,Casos acumulados,2020-03-08,0.0
Araucanía,Casos acumulados,2020-03-08,0.0
Los Ríos,Casos acumulados,2020-03-08,0.0
Los Lagos,Casos acumulados,2020-03-08,1.0
Aysén,Casos acumulados,2020-03-08,0.0
Magallanes,Casos acumulados,2020-03-08,0.0
Total,Casos acumulados,2020-03-08,10.0
Arica y Parinacota,Casos nuevos totales,2020-03-08,0.0
Tarapacá,Casos nuevos totales,2020-03-08,0.0
Antofagasta,Casos nuevos totales,2020-03-08,0.0
Atacama,Casos nuevos totales,2020-03-08,0.0
Coquimbo,Casos nuevos totales,2020-03-08,0.0
Valparaíso,Casos nuevos totales,2020-03-08,0.0
Metropolitana,Casos nuevos totales,2020-03-08,2.0
O’Higgins,Casos nuevos totales,2020-03-08,0.0
Maule,Casos nuevos totales,2020-03-08,1.0
Ñuble,Casos nuevos totales,2020-03-08,0.0
Biobío,Casos nuevos totales,2020-03-08,0.0
Araucanía,Casos nuevos totales,2020-03-08,0.0
Los Ríos,Casos nuevos totales,2020-03-08,0.0
Los Lagos,Casos nuevos totales,2020-03-08,0.0
Aysén,Casos nuevos totales,2020-03-08,0.0
Magallanes,Casos nuevos totales,2020-03-08,0.0
Total,Casos nuevos totales,2020-03-08,3.0
Arica y Parinacota,Casos nuevos con sintomas,2020-03-08,0.0
Tarapacá,Casos nuevos con sintomas,2020-03-08,0.0
Antofagasta,Casos nuevos con sintomas,2020-03-08,0.0
Atacama,Casos nuevos con sintomas,2020-03-08,0.0
Coquimbo,Casos nuevos con sintomas,2020-03-08,0.0
Valparaíso,Casos nuevos con sintomas,2020-03-08,0.0
Metropolitana,Casos nuevos con sintomas,2020-03-08,2.0
O’Higgins,Casos nuevos con sintomas,2020-03-08,0.0
Maule,Casos nuevos con sintomas,2020-03-08,1.0
Ñuble,Casos nuevos con sintomas,2020-03-08,0.0
Biobío,Casos nuevos con sintomas,2020-03-08,0.0
Araucanía,Casos nuevos con sintomas,2020-03-08,0.0
Los Ríos,Casos nuevos con sintomas,2020-03-08,0.0
Los Lagos,Casos nuevos con sintomas,2020-03-08,0.0
Aysén,Casos nuevos con sintomas,2020-03-08,0.0
Magallanes,Casos nuevos con sintomas,2020-03-08,0.0
Total,Casos nuevos con sintomas,2020-03-08,3.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-03-08,
Tarapacá,Casos nuevos sin sintomas,2020-03-08,
Antofagasta,Casos nuevos sin sintomas,2020-03-08,
Atacama,Casos nuevos sin sintomas,2020-03-08,
Coquimbo,Casos nuevos sin sintomas,2020-03-08,
Valparaíso,Casos nuevos sin sintomas,2020-03-08,
Metropolitana,Casos nuevos sin sintomas,2020-03-08,
O'Higgins,Casos nuevos sin sintomas,2020-03-08,
Maule,Casos nuevos sin sintomas,2020-03-08,
Ñuble,Casos nuevos sin sintomas,2020-03-08,
Biobío,Casos nuevos sin sintomas,2020-03-08,
Araucania,Casos nuevos sin sintomas,2020-03-08,
Los Ríos,Casos nuevos sin sintomas,2020-03-08,
Los Lagos,Casos nuevos sin sintomas,2020-03-08,
Aysén,Casos nuevos sin sintomas,2020-03-08,
Magallanes,Casos nuevos sin sintomas,2020-03-08,
Total,Casos nuevos sin sintomas,2020-03-08,
Arica y Parinacota,Fallecidos totales,2020-03-08,
Tarapacá,Fallecidos totales,2020-03-08,
Antofagasta,Fallecidos totales,2020-03-08,
Atacama,Fallecidos totales,2020-03-08,
Coquimbo,Fallecidos totales,2020-03-08,
Valparaíso,Fallecidos totales,2020-03-08,
Metropolitana,Fallecidos totales,2020-03-08,
O’Higgins,Fallecidos totales,2020-03-08,
Maule,Fallecidos totales,2020-03-08,
Ñuble,Fallecidos totales,2020-03-08,
Biobío,Fallecidos totales,2020-03-08,
Araucanía,Fallecidos totales,2020-03-08,
Los Ríos,Fallecidos totales,2020-03-08,
Los Lagos,Fallecidos totales,2020-03-08,
Aysén,Fallecidos totales,2020-03-08,
Magallanes,Fallecidos totales,2020-03-08,
Total,Fallecidos totales,2020-03-08,
Arica y Parinacota,Casos acumulados,2020-03-09,0.0
Tarapacá,Casos acumulados,2020-03-09,0.0
Antofagasta,Casos acumulados,2020-03-09,0.0
Atacama,Casos acumulados,2020-03-09,0.0
Coquimbo,Casos acumulados,2020-03-09,0.0
Valparaíso,Casos acumulados,2020-03-09,0.0
Metropolitana,Casos acumulados,2020-03-09,9.0
O’Higgins,Casos acumulados,2020-03-09,0.0
Maule,Casos acumulados,2020-03-09,4.0
Ñuble,Casos acumulados,2020-03-09,0.0
Biobío,Casos acumulados,2020-03-09,1.0
